UniProt_ID,Gene,Protein_name,reviewed,protein_existence,length,n_transmem,n_intramem,n_lipid,topology,tm_evidence,membrane_descriptor,kw_transmembrane,kw_gpi,in_CD-CODE,in_PhaSepDB,in_DrLLPS,in_PhaSePro,in_LLPSDB,n_databases,CDCODE_role,CDCODE_driver_criteria,CDCODE_n_biomol_condensates,CDCODE_n_synthetic_condensates,CDCODE_condensate_names,PhaSepDB_class,PhaSepDB_MLO,DrLLPS_type,DrLLPS_condensate,PhaSePro_partner_dependent,all_pmids,n_pmids,flagged_pmid_citations,evidence_proteomics_inventory_only,evidence_rnai_screen_only,flag_no_pmid,flag_single_database,flag_unreviewed,flag_tm_predicted_only,flag_no_membrane_descriptor,n_flags,catgranule_leakage,catgranule_train_positive,catgranule_label_contradiction,set_legacy_427,set_legacy_rule_reconstructed,set_recommended_primary,set_strict_transmem,set_full_union_475,set_evidence_core,set_catgranule_clean
Q9UJS0,SLC25A13,"Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial (Calcium-binding mitochondrial carrier protein Aralar2) (ARALAR-related gene 2) (ARALAR2) (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13)",reviewed,Evidence at protein level,675.0,6,0,0,multi-pass,by_similarity,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,not_in_catgranule,False,False,True,True,True,True,True,False,True
Q9H1K4,SLC25A18,Mitochondrial glutamate carrier 2 (GC-2) (Glutamate/H(+) symporter 2) (Solute carrier family 25 member 18),reviewed,Evidence at protein level,315.0,6,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,not_in_catgranule,False,False,True,True,True,True,True,False,True
Q9H936,SLC25A22,Mitochondrial glutamate carrier 1 (GC-1) (Glutamate/H(+) symporter 1) (Solute carrier family 25 member 22),reviewed,Evidence at protein level,323.0,6,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q6NUK1,SLC25A24,Mitochondrial adenyl nucleotide antiporter SLC25A24 (Mitochondrial ATP-Mg/Pi carrier protein 1) (Mitochondrial Ca(2+)-dependent solute carrier protein 1) (Short calcium-binding mitochondrial carrier protein 1) (SCaMC-1) (Solute carrier family 25 member 24),reviewed,Evidence at protein level,477.0,6,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,False,False,False,1,member,,1.0,0.0,PML body,not_in_phasepdb,,not_in_drllps,,,,0,,False,False,True,True,False,True,False,3,not_in_catgranule,False,False,True,True,True,True,True,False,True
Q00325,SLC25A3,"Solute carrier family 25 member 3 (Phosphate carrier protein, mitochondrial) (Phosphate transport protein) (PTP)",reviewed,Evidence at protein level,362.0,6,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,4.0,0.0,P-body;Nucleolus;Stress granule;Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,"Nucleolus, Postsynaptic density",,19812395;23071613;26980300,3,19812395=Lam YW Mol Cell Proteomics 2010;23071613=Bayés A PLoS One 2012;26980300=Palm D RNA Biol 2016,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q9H0C2,SLC25A31,"ADP/ATP translocase 4 (ADP,ATP carrier protein 4) (Adenine nucleotide translocator 4) (ANT 4) (Solute carrier family 25 member 31) (Sperm flagellar energy carrier protein)",reviewed,Evidence at protein level,315.0,6,0,0,multi-pass,by_similarity,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,2.0,0.0,Nucleolus;Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,"Nucleolus, Postsynaptic density",,23071613;26980300,2,23071613=Bayés A PLoS One 2012;26980300=Palm D RNA Biol 2016,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P12235,SLC25A4,"ADP/ATP translocase 1 (ADP,ATP carrier protein 1) (ADP,ATP carrier protein, heart/skeletal muscle isoform T1) (Adenine nucleotide translocator 1) (ANT 1) (Solute carrier family 25 member 4)",reviewed,Evidence at protein level,298.0,6,0,0,multi-pass,by_similarity,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,2.0,0.0,Nucleolus;Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,"Nucleolus, Postsynaptic density",,23071613;26980300,2,23071613=Bayés A PLoS One 2012;26980300=Palm D RNA Biol 2016,True,False,False,False,False,True,False,2,not_in_catgranule,False,False,True,True,True,True,True,False,True
Q96AG3,SLC25A46,Mitochondrial outer membrane protein SLC25A46 (Solute carrier family 25 member 46),reviewed,Evidence at protein level,418.0,6,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P05141,SLC25A5,"ADP/ATP translocase 2 (ADP,ATP carrier protein 2) (ADP,ATP carrier protein, fibroblast isoform) (Adenine nucleotide translocator 2) (ANT 2) (Solute carrier family 25 member 5) [Cleaved into: ADP/ATP translocase 2, N-terminally processed]",reviewed,Evidence at protein level,298.0,6,0,0,multi-pass,by_similarity,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,4.0,0.0,P-body;Nucleolus;Stress granule;Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,"Nucleolus, P-body, Postsynaptic density",,19812395;23071613;25995375;26980300;28965817,5,19812395=Lam YW Mol Cell Proteomics 2010;23071613=Bayés A PLoS One 2012;26980300=Palm D RNA Biol 2016,False,False,False,False,False,True,False,1,not_in_catgranule,False,False,True,True,True,True,True,True,True
P12236,SLC25A6,"ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2) (ANT 2) (Adenine nucleotide translocator 3) (ANT 3) (Solute carrier family 25 member 6) [Cleaved into: ADP/ATP translocase 3, N-terminally processed]",reviewed,Evidence at protein level,298.0,6,0,0,multi-pass,by_similarity,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,4.0,0.0,P-body;Nucleolus;Stress granule;Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,"Nucleolus, P-body, Postsynaptic density",,19812395;23071613;25995375;26980300;28965817,5,19812395=Lam YW Mol Cell Proteomics 2010;23071613=Bayés A PLoS One 2012;26980300=Palm D RNA Biol 2016,False,False,False,False,False,True,False,1,not_in_catgranule,False,False,True,True,True,True,True,True,True
Q6PCB7,SLC27A1,Long-chain fatty acid transport protein 1 (Arachidonate--CoA ligase) (EC 6.2.1.15) (Fatty acid transport protein 1) (FATP-1) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Solute carrier family 27 member 1) (Very long-chain acyl-CoA synthetase) (EC 6.2.1.-),reviewed,Evidence at protein level,646.0,1,0,0,single-pass,sequence_analysis,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q6P1M0,SLC27A4,Long-chain fatty acid transport protein 4 (FATP-4) (Fatty acid transport protein 4) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Solute carrier family 27 member 4) (Very long-chain acyl-CoA synthetase 4) (ACSVL4) (EC 6.2.1.-),reviewed,Evidence at protein level,643.0,2,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,not_in_catgranule,False,False,True,True,True,True,True,False,True
P11166,SLC2A1,"Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1) (HepG2 glucose transporter)",reviewed,Evidence at protein level,492.0,12,0,0,multi-pass,unspecified,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,3.0,0.0,P-body;Stress granule;Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q9NY26,SLC39A1,Zinc transporter ZIP1 (Solute carrier family 39 member 1) (Zinc-iron-regulated transporter-like) (Zrt- and Irt-like protein 1) (ZIP-1) (hZIP1),reviewed,Evidence at protein level,324.0,8,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Cajal body,not_in_phasepdb,,Regulator,Cajal body,,28878014,1,,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
P08195,SLC3A2,Amino acid transporter heavy chain SLC3A2 (4F2 cell-surface antigen heavy chain) (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98),reviewed,Evidence at protein level,529.0,1,0,0,single-pass,experimental,Single-pass type II membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,False,False,1,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P02730,SLC4A1,Band 3 anion transport protein (Anion exchange protein 1) (AE 1) (Anion exchanger 1) (Solute carrier family 4 member 1) (CD antigen CD233),reviewed,Evidence at protein level,911.0,12,1,1,multi-pass,experimental,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,False,False,1,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q9Y6R1,SLC4A4,Electrogenic sodium bicarbonate cotransporter 1 (Sodium bicarbonate cotransporter) (Na(+)/HCO3(-) cotransporter) (Solute carrier family 4 member 4) (kNBC1),reviewed,Evidence at protein level,1079.0,12,1,0,multi-pass,curator_inferred,Multi-pass membrane protein,True,False,False,False,True,False,False,1,not_in_cdcode,,,,,not_in_phasepdb,,Regulator,"P-body, Postsynaptic density",,18794846,1,18794846=Ohn T Nat Cell Biol 2008,False,True,False,True,False,True,False,3,catgranule_train_positive,True,False,False,False,False,True,True,False,False
P13866,SLC5A1,Sodium/glucose cotransporter 1 (Na(+)/glucose cotransporter 1) (High affinity sodium-glucose cotransporter) (Solute carrier family 5 member 1),reviewed,Evidence at protein level,664.0,14,0,0,multi-pass,experimental,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Nucleolus,not_in_phasepdb,,Client,Nucleolus,,19812395,1,19812395=Lam YW Mol Cell Proteomics 2010,True,False,False,False,False,False,False,1,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P31645,SLC6A4,Sodium-dependent serotonin transporter (SERT) (5HT transporter) (5HTT) (Solute carrier family 6 member 4),reviewed,Evidence at protein level,630.0,12,0,0,multi-pass,experimental,Multi-pass membrane protein,True,False,False,True,True,False,False,2,not_in_cdcode,,,,,PS-other only,,Regulator,"P-body, Stress granule",,18794846;37837191,2,18794846=Ohn T Nat Cell Biol 2008,False,False,False,False,False,False,False,0,catgranule_train_positive,True,False,True,True,True,True,True,True,False
Q9UPR5,SLC8A2,Sodium/calcium exchanger 2 (Na(+)/Ca(2+)-exchange protein 2) (Solute carrier family 8 member 2),reviewed,Evidence at protein level,921.0,11,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q14BN4,SLMAP,Sarcolemmal membrane-associated protein (Sarcolemmal-associated protein),reviewed,Evidence at protein level,828.0,2,0,0,multi-pass,experimental,Single-pass type IV membrane protein,True,False,False,True,False,False,False,1,not_in_cdcode,,,,,PS-self only,,not_in_drllps,,,36318920,1,,False,False,False,True,False,False,False,1,not_in_catgranule,False,False,True,True,True,True,True,False,True
Q9NY59,SMPD3,Sphingomyelin phosphodiesterase 3 (EC 3.1.4.12) (Neutral sphingomyelinase 2) (nSMase-2) (nSMase2) (Neutral sphingomyelinase II),reviewed,Evidence at protein level,655.0,0,2,5,intramembrane-only,sequence_analysis,Lipid-anchor,False,False,False,False,True,False,False,1,not_in_cdcode,,,,,not_in_phasepdb,,Regulator,P-body,,18794846,1,18794846=Ohn T Nat Cell Biol 2008,False,True,False,True,False,True,False,3,catgranule_train_positive,True,False,False,False,True,False,True,False,False
O15079,SNPH,Syntaphilin,reviewed,Evidence at protein level,494.0,1,0,0,single-pass,sequence_analysis,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q99523,SORT1,Sortilin (100 kDa NT receptor) (Glycoprotein 95) (Gp95) (Neurotensin receptor 3) (NT3) (NTR3),reviewed,Evidence at protein level,831.0,1,0,1,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,False,False,True,False,False,1,not_in_cdcode,,,,,not_in_phasepdb,,Regulator,"P-body, Stress granule",,18794846,1,18794846=Ohn T Nat Cell Biol 2008,False,True,False,True,False,True,False,3,catgranule_train_positive,True,False,False,False,False,True,True,False,False
Q9UBP0,SPAST,Spastin (EC 5.6.1.1) (Spastic paraplegia 4 protein),reviewed,Evidence at protein level,616.0,0,1,0,intramembrane-only,curator_inferred,Peripheral membrane protein,False,False,True,False,True,False,False,2,in_cdcode_no_role,,1.0,0.0,,not_in_phasepdb,,Client,Centrosome/Spindle pole body,,15269182;15738963;15891913,3,,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,False,False,True,False,True,True,False
Q15005,SPCS2,Signal peptidase complex subunit 2 (Microsomal signal peptidase 25 kDa subunit) (SPase 25 kDa subunit),reviewed,Evidence at protein level,226.0,2,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,2.0,0.0,Nucleolus;Stress granule,not_in_phasepdb,,Client,"Nucleolus, Stress granule",,26980300;29373831,2,26980300=Palm D RNA Biol 2016,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
O15270,SPTLC2,Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2),reviewed,Evidence at protein level,562.0,1,0,0,single-pass,sequence_analysis,Single-pass membrane protein,True,False,True,False,False,False,False,1,member,,1.0,0.0,PML body,not_in_phasepdb,,not_in_drllps,,,,0,,False,False,True,True,False,True,False,3,not_in_catgranule,False,False,True,True,True,True,True,False,True
Q9Y5M8,SRPRB,Signal recognition particle receptor subunit beta (SR-beta) (Protein APMCF1),reviewed,Evidence at protein level,271.0,1,0,0,single-pass,sequence_analysis,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P32745,SSTR3,Somatostatin receptor type 3 (SS-3-R) (SS3-R) (SS3R) (SST3) (SSR-28),reviewed,Evidence at protein level,418.0,7,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,False,False,True,False,False,1,not_in_cdcode,,,,,not_in_phasepdb,,Regulator,"P-body, Stress granule",,18794846,1,18794846=Ohn T Nat Cell Biol 2008,False,True,False,True,False,True,False,3,catgranule_train_positive,True,False,False,False,False,True,True,False,False
Q9NRC1,ST7,Suppressor of tumorigenicity 7 protein (Protein FAM4A1) (Protein HELG),reviewed,Evidence at protein level,585.0,3,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,2.0,0.0,P-body;Stress granule,not_in_phasepdb,,Client,"P-body, Stress granule",,29395067,1,,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
Q86WV6,STING1,Stimulator of interferon genes protein (hSTING) (Endoplasmic reticulum interferon stimulator) (ERIS) (Mediator of IRF3 activation) (hMITA) (Transmembrane protein 173),reviewed,Evidence at protein level,379.0,4,0,2,multi-pass,experimental,Multi-pass membrane protein,True,False,True,True,False,False,False,2,driver,essential_for_integrity,1.0,0.0,STING phase-separator,PS-self only,,not_in_drllps,,,33833429,1,,False,False,False,False,False,False,False,0,catgranule_train_positive,True,False,True,True,True,True,True,True,False
P27105,STOM,Stomatin (Erythrocyte band 7 integral membrane protein) (Erythrocyte membrane protein band 7.2) (Protein 7.2b),reviewed,Evidence at protein level,288.0,0,1,2,intramembrane-only,sequence_analysis,Peripheral membrane protein,False,False,True,False,True,False,False,2,in_cdcode_no_role,,1.0,0.0,,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,False,False,True,False,True,False,False
Q69YW2,STUM,Protein stum homolog,reviewed,Evidence at protein level,141.0,2,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q86Y82,STX12,Syntaxin-12,reviewed,Evidence at protein level,276.0,1,0,0,single-pass,sequence_analysis,Single-pass type IV membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q16623,STX1A,Syntaxin-1A (Neuron-specific antigen HPC-1),reviewed,Evidence at protein level,288.0,1,0,0,single-pass,sequence_analysis,Single-pass type IV membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,not_in_catgranule,False,False,True,True,True,True,True,False,True
P61266,STX1B,Syntaxin-1B (Syntaxin-1B1) (Syntaxin-1B2),reviewed,Evidence at protein level,288.0,1,0,0,single-pass,sequence_analysis,Single-pass type IV membrane protein,True,False,True,False,True,False,False,2,member,,2.0,0.0,Centrosome;Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,"Centrosome/Spindle pole body, Postsynaptic density",,18691641;23071613,2,23071613=Bayés A PLoS One 2012,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
Q12846,STX4,Syntaxin-4 (Renal carcinoma antigen NY-REN-31),reviewed,Evidence at protein level,297.0,1,0,0,single-pass,sequence_analysis,Single-pass type IV membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
O15400,STX7,Syntaxin-7,reviewed,Evidence at protein level,261.0,1,0,0,single-pass,sequence_analysis,Single-pass type IV membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,not_in_catgranule,False,False,True,True,True,True,True,False,True
Q9UNK0,STX8,Syntaxin-8,reviewed,Evidence at protein level,236.0,1,0,0,single-pass,sequence_analysis,Single-pass type IV membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Centrosome,not_in_phasepdb,,Client,Centrosome/Spindle pole body,,10781590,1,,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
O94901,SUN1,SUN domain-containing protein 1 (Protein unc-84 homolog A) (Sad1/unc-84 protein-like 1),reviewed,Evidence at protein level,785.0,1,0,0,single-pass,sequence_analysis,Single-pass type II membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Stress granule,not_in_phasepdb,,Regulator,PML nuclear body,,26728854;26777405,2,,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
Q9UH99,SUN2,SUN domain-containing protein 2 (Protein unc-84 homolog B) (Rab5-interacting protein) (Rab5IP) (Sad1/unc-84 protein-like 2),reviewed,Evidence at protein level,717.0,1,0,0,single-pass,sequence_analysis,Single-pass type II membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Stress granule,not_in_phasepdb,,Client,Stress granule,,26777405,1,,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
Q7L0J3,SV2A,Synaptic vesicle glycoprotein 2A,reviewed,Evidence at protein level,742.0,12,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q8NF91,SYNE1,Nesprin-1 (Enaptin) (KASH domain-containing protein 1) (KASH1) (Myocyte nuclear envelope protein 1) (Myne-1) (Nuclear envelope spectrin repeat protein 1) (Synaptic nuclear envelope protein 1) (Syne-1),reviewed,Evidence at protein level,8797.0,1,0,0,single-pass,sequence_analysis,Single-pass type IV membrane protein,True,False,True,False,True,False,False,2,member,,3.0,0.0,P-body;Stress granule;Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,"P-body, Stress granule, Postsynaptic density",,23071613;24862572;26777405;27733621;28965817,5,23071613=Bayés A PLoS One 2012,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
P08247,SYP,Synaptophysin (Major synaptic vesicle protein p38),reviewed,Evidence at protein level,313.0,4,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,True,True,False,False,3,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,PS-other only,,Client,Postsynaptic density,,23071613;39223639;39947282,3,23071613=Bayés A PLoS One 2012,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
P21579,SYT1,Synaptotagmin-1 (Synaptotagmin I) (SytI) (p65),reviewed,Evidence at protein level,422.0,1,0,5,single-pass,sequence_analysis,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
O00445,SYT5,Synaptotagmin-5 (Synaptotagmin V) (SytV),reviewed,Evidence at protein level,386.0,1,0,0,single-pass,sequence_analysis,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,not_in_catgranule,False,False,True,True,True,True,True,False,True
O43581,SYT7,Synaptotagmin-7 (IPCA-7) (Prostate cancer-associated protein 7) (Synaptotagmin VII) (SytVII),reviewed,Evidence at protein level,403.0,1,0,0,single-pass,sequence_analysis,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q16635,TAFAZZIN,Tafazzin (Taz) (EC 2.3.1.-) (Protein G4.5),reviewed,Evidence at protein level,262.0,0,1,0,intramembrane-only,curator_inferred,Peripheral membrane protein,False,False,False,True,False,False,False,1,not_in_cdcode,,,,,PS-other only,,not_in_drllps,,,38322995,1,,False,False,False,True,False,True,False,2,catgranule_test_negative,False,True,True,True,True,False,True,False,False
Q9UL54,TAOK2,Serine/threonine-protein kinase TAO2 (EC 2.7.11.1) (Kinase from chicken homolog C) (hKFC-C) (Prostate-derived sterile 20-like kinase 1) (PSK-1) (PSK1) (Prostate-derived STE20-like kinase 1) (Thousand and one amino acid protein kinase 2),reviewed,Evidence at protein level,1235.0,5,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q03518,TAP1,Antigen peptide transporter 1 (APT1) (EC 7.4.2.14) (ATP-binding cassette sub-family B member 2) (Peptide supply factor 1) (Peptide transporter PSF1) (PSF-1) (Peptide transporter TAP1) (Peptide transporter involved in antigen processing 1) (Really interesting new gene 4 protein) (RING4),reviewed,Evidence at protein level,748.0,10,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,3.0,0.0,P-body;Nuclear speckle;Stress granule,not_in_phasepdb,,Client,Nuclear speckle,,28846091,1,,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
Q03519,TAP2,Antigen peptide transporter 2 (APT2) (EC 7.4.2.14) (ATP-binding cassette sub-family B member 3) (Peptide supply factor 2) (Peptide transporter PSF2) (PSF-2) (Peptide transporter TAP2) (Peptide transporter involved in antigen processing 2) (Really interesting new gene 11 protein) (RING11),reviewed,Evidence at protein level,686.0,9,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,False,False,False,1,member,,2.0,0.0,P-body;Stress granule,not_in_phasepdb,,not_in_drllps,,,,0,,False,False,True,True,False,True,False,3,not_in_catgranule,False,False,True,True,True,True,True,False,True
