Entry,Gene,Protein_name,cohort,n_tm,topology,cdcode_role,n_cdcode_biomol_condensates,in_source_db,has_bg_scores,PICNIC_score,PICNIC_GO_score,PSAP_score,PSPHunter_prob,PSPire_score,FuzDrop_pLLPS,catGRANULE_score,PLAAC_NLLR,PScore_score,ESpritz_score,SEG_score,SaPS_score,PdPS_score,DeepPhase_score,PDL_score,RY_score,ParSe2_score,LLPhyScore_score,TMD_count,Entry name,p(LLPS),pLLPS_Class,Length
Q4G0T1,SCART1,Scavenger receptor cysteine-rich domain-containing protein SCART1 (Scavenger receptor family member expressed on T cells 1),legacy,1,single-pass,member,1.0,True,True,0.2669010425,0.1149647919,,0.441,0.0017244874,0.4,1.13151,-0.239,1.86,0.0,0.1032132424537487,0.0770496129989624,0.0750616043806076,0.02,0.39263844,0.0866601752677702,85.32446201820358,-713.0,1.0,SRCRM_HUMAN,0.4,Low,1027.0
O00767,SCD,Stearoyl-CoA desaturase (hSCD1) (EC 1.14.19.1) (Acyl-CoA desaturase) (Delta(9)-desaturase) (Delta-9 desaturase) (Fatty acid desaturase),new,4,multi-pass,not_in_cdcode,,True,True,0.2264112244,0.0754607922,0.000833333,0.235,0.06490528,0.25,-0.00738363,-0.271,-0.59,0.0,0.0334261838440111,0.1130254119634628,0.0767493918538093,0.14,0.019651743,0.1225626740947075,22.04848527297266,-545.0,4.0,ACOD_HUMAN,0.25,Low,359.0
Q86SK9,SCD5,Stearoyl-CoA desaturase 5 (EC 1.14.19.1) (Acyl-CoA-desaturase 4) (HSCD5) (Stearoyl-CoA 9-desaturase) (Stearoyl-CoA desaturase 2),legacy,4,multi-pass,member,1.0,True,True,0.1971048462,0.1147355659,0.0,0.047,0.005616135,0.37,0.127319,-0.154,0.39,0.0,0.0606060606060606,0.052773643285036,0.0301860533654689,0.28,0.020716233,0.1151515151515151,17.73354080592601,-451.0,4.0,SCD5_HUMAN,0.37,Low,330.0
O75880,SCO1,Cytochrome c oxidase assembly factor SCO1,legacy,1,single-pass,member,1.0,True,True,0.5289632987,0.4482351482,0.0,0.372,0.025597647,0.67,0.484102,-0.3,0.02,0.0,0.0465116279069767,0.0539562329649925,0.6214154362678528,0.48,0.027856201,0.1096345514950166,18.35015942814415,-294.0,1.0,SCO1_HUMAN,0.67,Medium,301.0
P31431,SDC4,Syndecan-4 (SYND4) (Amphiglycan) (Ryudocan core protein),legacy,1,single-pass,driver,1.0,True,True,0.388778526,0.7115716514,0.0,0.207,0.02247028,1.0,0.435536,-0.495,1.71,0.0,0.1616161616161616,0.070309042930603,0.3011659979820251,0.47,0.067893796,0.0606060606060606,2.290867791597526,-81.0,1.0,SDC4_HUMAN,1.0,High,198.0
O75396,SEC22B,Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1),legacy,1,single-pass,member,1.0,True,True,0.3505863181,0.2796164926,0.0,0.503,0.71663177,0.16,-0.795096,-0.294,-0.99,0.0,0.0837209302325581,0.3039209246635437,0.3949589431285858,0.08,0.58609515,0.1069767441860465,0.0,-261.0,1.0,SC22B_HUMAN,0.16,Low,215.0
P60468,SEC61B,Protein transport protein Sec61 subunit beta,legacy,1,single-pass,member,1.0,True,True,0.2187641112,0.654419225,,0.527,0.66074955,0.94,0.210286,-0.111,,1.0,0.28125,0.4241982996463775,0.4202285706996918,0.78,0.8879307,0.1041666666666666,42.45510504661329,-37.0,1.0,SC61B_HUMAN,0.94,High,96.0
Q9H9B4,SFXN1,Sideroflexin-1,legacy,5,multi-pass,member,1.0,True,True,0.3621980904,0.1595919983,0.0,0.567,0.06472565,0.16,-0.412389,-0.157,-0.57,0.0,0.0683229813664596,0.0547167547047138,0.06574347615242,0.03,0.022075271,0.0745341614906832,13.146949285218842,-359.0,5.0,SFXN1_HUMAN,0.16,Low,322.0
Q9BWM7,SFXN3,Sideroflexin-3,legacy,4,multi-pass,member,1.0,True,True,0.2269361486,0.0723720319,0.0,0.422,0.023108287,0.12,-0.394632,-0.172,-0.73,0.0,0.0467289719626168,0.0553898885846138,0.0692425221204757,0.02,0.020172559,0.087227414330218,8.397524523650755,-361.0,4.0,SFXN3_HUMAN,0.12,Low,321.0
Q8TD22,SFXN5,Sideroflexin-5,legacy,4,multi-pass,member,1.0,True,True,0.3541553429,0.1366162354,0.0,0.132,0.25160542,0.21,-0.710086,-0.143,0.23,0.0,0.1470588235294117,0.0542348511517047,0.0341639071702957,0.07,0.021607075,0.0735294117647058,1.6858976491256712,-447.0,4.0,SFXN5_HUMAN,0.21,Low,340.0
Q92629,SGCD,Delta-sarcoglycan (Delta-SG) (35 kDa dystrophin-associated glycoprotein) (35DAG),legacy,1,single-pass,member,1.0,True,True,0.5452403262000001,0.1061516619,0.0,0.088,0.05173679,0.17,0.284547,-0.368,0.52,0.0,0.0553633217993079,0.0517056360840797,0.068565621972084,0.01,0.08369087,0.0865051903114186,2.3080596940413765,-296.0,1.0,SGCD_HUMAN,0.17,Low,289.0
Q8N114,SHISA5,Protein shisa-5 (Putative NF-kappa-B-activating protein 120) (Scotin),legacy,1,single-pass,driver,1.0,True,True,0.0353312183,0.0413076915,0.000833333,0.268,0.0060578524,0.86,-1.43731,0.232,4.08,0.0125,0.4291666666666666,0.8509083986282349,0.4201385974884033,0.27,0.111964665,0.0958333333333333,53.982415488817885,-136.0,1.0,SHSA5_HUMAN,0.86,High,240.0
A6NL88,SHISA7,Protein shisa-7 (Cystine-knot AMPAR modulating protein of 59 kDa) (CKAMP59) (GABA(A) receptor auxiliary subunit Shisa7) (Protein shisa-6-like),legacy,1,single-pass,member,1.0,True,True,0.2069629558,0.1921235966,0.0,0.463,0.0042777103,1.0,1.23624,-0.033,4.53,0.0,0.2973977695167286,0.6160117983818054,0.2319293022155761,0.99,0.43950287,0.1133828996282527,318.2705121188595,-193.0,1.0,SHSA7_HUMAN,1.0,High,538.0
Q99720,SIGMAR1,Sigma non-opioid intracellular receptor 1 (Aging-associated gene 8 protein) (SR31747-binding protein) (SR-BP) (Sigma 1-type opioid receptor) (SIG-1R) (Sigma1-receptor) (Sigma1R) (hSigmaR1),legacy,1,single-pass,member,1.0,True,True,0.1299557602,0.0499997545,0.0,0.039,0.007594989,0.12,-0.411458,-0.437,-0.61,0.0,0.0986547085201793,0.0559456124901771,0.0458864793181419,0.11,0.028676035,0.0986547085201793,0.4220996294246735,-279.0,1.0,SGMR1_HUMAN,0.12,Low,223.0
P78324,SIRPA,Tyrosine-protein phosphatase non-receptor type substrate 1 (SHP substrate 1) (SHPS-1) (Brain Ig-like molecule with tyrosine-based activation motifs) (Bit) (CD172 antigen-like family member A) (Inhibitory receptor SHPS-1) (Macrophage fusion receptor) (MyD-1 antigen) (Signal-regulatory protein alpha-1) (Sirp-alpha-1) (Signal-regulatory protein alpha-2) (Sirp-alpha-2) (Signal-regulatory protein alpha-3) (Sirp-alpha-3) (p84) (CD antigen CD172a),legacy,1,single-pass,member,1.0,True,True,0.5602915848000001,0.4048034568,0.0075,0.498,0.37357825,0.63,0.240801,-0.227,1.16,0.1130952380952381,0.0714285714285714,0.0477591417729854,0.1260248571634292,0.97,0.57333434,0.0753968253968253,41.610419815322444,-329.0,1.0,SHPS1_HUMAN,0.63,Medium,504.0
Q13291,SLAMF1,Signaling lymphocytic activation molecule (CDw150) (IPO-3) (SLAM family member 1) (CD antigen CD150),legacy,1,single-pass,member,2.0,True,True,0.0629524486,0.1077532914,0.0,0.347,0.06976651,0.33,-0.0454126,-0.199,0.32,0.0,0.0835820895522388,0.0596227422356605,0.0546489879488945,0.02,0.12976289,0.0805970149253731,31.447066686606,-318.0,1.0,SLAF1_HUMAN,0.33,Low,335.0
P55011,SLC12A2,Solute carrier family 12 member 2 (Basolateral Na-K-Cl symporter) (Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 2) (BSC2) (Na-K-2Cl cotransporter 1) (hNKCC1),legacy,12,multi-pass,member,1.0,True,True,0.467210236,0.2565829265,0.0,0.61,0.4939875,0.75,0.978805,-0.022,4.44,0.0841584158415841,0.0907590759075907,0.6035212278366089,0.5158939361572266,0.48,0.17085057,0.066006600660066,151.80824593311183,-1267.0,12.0,S12A2_HUMAN,0.75,High,1212.0
Q9H2X9,SLC12A5,Solute carrier family 12 member 5 (Electroneutral potassium-chloride cotransporter 2) (K-Cl cotransporter 2) (hKCC2) (Neuronal K-Cl cotransporter),legacy,12,multi-pass,member,1.0,True,True,0.1566978576,0.1179599767,0.0,0.311,0.029117784,0.64,0.760269,-0.248,1.14,0.054433713784021,0.044776119402985,0.0624250881373882,0.2915297150611877,0.35,0.1881737,0.0816505706760316,38.63863907215973,-1232.0,12.0,S12A5_HUMAN,0.64,Medium,1139.0
P53985,SLC16A1,Monocarboxylate transporter 1 (MCT 1) (Solute carrier family 16 member 1),legacy,12,multi-pass,member,2.0,True,True,0.1946981102,0.2159583611,0.0,0.421,0.0030994285,0.29,0.927299,-0.243,0.12,0.1,0.054,0.0748157352209091,0.1651489287614822,0.63,0.054686513,0.066,0.0899145147388575,-591.0,12.0,MOT1_HUMAN,0.29,Low,500.0
Q9P2U7,SLC17A7,Vesicular glutamate transporter 1 (VGluT1) (Brain-specific Na(+)-dependent inorganic phosphate cotransporter) (Solute carrier family 17 member 7),legacy,12,multi-pass,member,1.0,True,True,0.0693899958,0.0735558385,0.0,0.191,0.0022453966,0.23,0.414235,-0.287,0.94,0.1017857142857142,0.0392857142857142,0.0813512504100799,0.042407602071762,0.57,0.034620546,0.0875,5.159090215483311,-466.0,12.0,VGLU1_HUMAN,0.23,Low,560.0
P43004,SLC1A2,Excitatory amino acid transporter 2 (Glutamate/aspartate transporter II) (Sodium-dependent glutamate/aspartate transporter 2) (Solute carrier family 1 member 2),legacy,8,multi-pass,member,2.0,True,True,0.3095544355,0.1994535311,0.000833333,0.288,0.004569127,0.19,0.186404,-0.308,-0.85,0.0034843205574912,0.0975609756097561,0.0818251147866249,0.0307361092418432,0.38,0.05710646,0.0470383275261324,8.954568437880328,-906.0,10.0,EAA2_HUMAN,0.19,Low,574.0
P43003,SLC1A3,Excitatory amino acid transporter 1 (Sodium-dependent glutamate/aspartate transporter 1) (GLAST-1) (Solute carrier family 1 member 3),new,8,multi-pass,not_in_cdcode,,True,True,0.1996970396,0.1227686768,0.0,0.374,0.014863829,0.19,0.225968,-0.263,-1.1,0.018450184501845,0.092250922509225,0.067762479186058,0.0359781794250011,0.38,0.086802155,0.066420664206642,1.5674144548929632,-787.0,10.0,EAA1_HUMAN,0.19,Low,542.0
P53007,SLC25A1,"Tricarboxylate transport protein, mitochondrial (Citrate transport protein) (CTP) (Mitochondrial citrate carrier) (CIC) (Solute carrier family 25 member 1) (Tricarboxylate carrier protein)",legacy,6,multi-pass,member,1.0,True,True,0.4600478608,0.2362143483,0.0,0.61,0.08460212,0.13,0.833239,-0.116,0.65,0.0,0.1864951768488746,0.0695566609501838,0.2242948561906814,0.06,0.029381925,0.1028938906752411,6.7785017800764855,-347.0,6.0,TXTP_HUMAN,0.13,Low,311.0
Q02978,SLC25A11,Mitochondrial 2-oxoglutarate/malate carrier protein (Alpha-oxoglutarate carrier) (OGCP) (Solute carrier family 25 member 11) (SLC25A11),legacy,6,multi-pass,member,2.0,True,True,0.4566964067,0.7945472012,0.0,0.592,0.28465524,0.29,0.542109,-0.266,-0.62,0.0,0.0,0.3138682842254638,0.1180679053068161,0.11,0.05176595,0.1019108280254777,6.150980728299479,-437.0,6.0,M2OM_HUMAN,0.29,Low,314.0
O75746,SLC25A12,"Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial (Araceli hiperlarga) (Aralar) (Aralar1) (Mitochondrial aspartate glutamate carrier 1) (Solute carrier family 25 member 12)",legacy,6,multi-pass,member,2.0,True,True,0.5674510915000001,0.2550651558,0.0,0.588,0.22553928,0.19,0.795897,-0.213,0.53,0.0,0.0604719764011799,0.0655696541070938,0.3236619830131531,0.05,0.5952821,0.0899705014749262,10.513849022115446,-798.0,6.0,CMC1_HUMAN,0.19,Low,678.0
Q9UJS0,SLC25A13,"Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial (Calcium-binding mitochondrial carrier protein Aralar2) (ARALAR-related gene 2) (ARALAR2) (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13)",legacy,6,multi-pass,member,1.0,True,True,0.6768637199,0.3714327601,0.0,0.698,0.2232846,0.21,0.750941,-0.226,0.93,0.0,0.0207407407407407,0.0682351812720298,0.2624468207359314,0.05,0.5487317,0.08,4.862598783429501,-706.0,6.0,CMC2_HUMAN,0.21,Low,675.0
Q9H1K4,SLC25A18,Mitochondrial glutamate carrier 2 (GC-2) (Glutamate/H(+) symporter 2) (Solute carrier family 25 member 18),legacy,6,multi-pass,member,1.0,True,True,0.3056155046,0.1625910521,0.0,0.16,0.040721193,0.22,0.34195,-0.236,-0.55,0.0,0.0,0.1137166246771812,0.0620330944657325,0.11,0.03993064,0.0761904761904762,25.30222229455365,-403.0,6.0,GHC2_HUMAN,0.22,Low,315.0
Q9H936,SLC25A22,Mitochondrial glutamate carrier 1 (GC-1) (Glutamate/H(+) symporter 1) (Solute carrier family 25 member 22),legacy,6,multi-pass,member,1.0,True,True,0.3368129038,0.2062083894,0.0,0.251,0.01229577,0.26,0.221052,-0.199,-0.24,0.0,0.0835913312693498,0.0682774186134338,0.028959622606635,0.0,0.04085615,0.0835913312693498,1.59356112811924,-417.0,6.0,GHC1_HUMAN,0.26,Low,323.0
Q6NUK1,SLC25A24,Mitochondrial adenyl nucleotide antiporter SLC25A24 (Mitochondrial ATP-Mg/Pi carrier protein 1) (Mitochondrial Ca(2+)-dependent solute carrier protein 1) (Short calcium-binding mitochondrial carrier protein 1) (SCaMC-1) (Solute carrier family 25 member 24),legacy,6,multi-pass,member,1.0,True,True,0.4960369646,0.3270650655,0.0,0.457,0.20364003,0.17,1.00285,-0.253,-0.21,0.0,0.0,0.0656438320875167,0.2659166753292084,0.05,0.14667255,0.0775681341719077,1.5184956284927162,-450.0,6.0,SCMC1_HUMAN,0.17,Low,477.0
Q00325,SLC25A3,"Solute carrier family 25 member 3 (Phosphate carrier protein, mitochondrial) (Phosphate transport protein) (PTP)",legacy,6,multi-pass,member,4.0,True,True,0.23960882,0.1247912975,0.0,0.599,0.10977365,0.19,0.211904,-0.201,0.89,0.0,0.0939226519337016,0.377679705619812,0.3537074625492096,0.15,0.09231424,0.0939226519337016,26.42343225605403,-391.0,6.0,MPCP_HUMAN,0.19,Low,362.0
Q9H0C2,SLC25A31,"ADP/ATP translocase 4 (ADP,ATP carrier protein 4) (Adenine nucleotide translocator 4) (ANT 4) (Solute carrier family 25 member 31) (Sperm flagellar energy carrier protein)",legacy,6,multi-pass,member,2.0,True,True,0.7726034696,0.4118382748,0.0,0.195,0.104830064,0.19,0.918952,-0.283,0.15,0.0,0.0476190476190476,0.1464338153600692,0.2715433537960052,0.15,0.6512416,0.1015873015873015,1.652756896300317,-301.0,6.0,ADT4_HUMAN,0.19,Low,315.0
P12235,SLC25A4,"ADP/ATP translocase 1 (ADP,ATP carrier protein 1) (ADP,ATP carrier protein, heart/skeletal muscle isoform T1) (Adenine nucleotide translocator 1) (ANT 1) (Solute carrier family 25 member 4)",legacy,6,multi-pass,member,2.0,True,True,0.7489726511,0.4028270328,0.0,0.523,0.5142137,0.11,0.838418,-0.247,0.09,0.0,0.0402684563758389,0.5272713899612427,0.4721418023109436,0.06,0.62648135,0.1006711409395973,1.1011749610022372,-351.0,6.0,ADT1_HUMAN,0.11,Low,298.0
Q96AG3,SLC25A46,Mitochondrial outer membrane protein SLC25A46 (Solute carrier family 25 member 46),legacy,6,multi-pass,member,1.0,True,True,0.1837327791,0.135933971,0.0,0.268,0.04539622,0.43,0.656375,-0.161,4.01,0.0837320574162679,0.0311004784688995,0.4267913699150085,0.3879047632217407,0.28,0.056011003,0.0861244019138756,132.92773242606177,-407.0,6.0,S2546_HUMAN,0.43,Medium,418.0
P05141,SLC25A5,"ADP/ATP translocase 2 (ADP,ATP carrier protein 2) (ADP,ATP carrier protein, fibroblast isoform) (Adenine nucleotide translocator 2) (ANT 2) (Solute carrier family 25 member 5) [Cleaved into: ADP/ATP translocase 2, N-terminally processed]",legacy,6,multi-pass,member,4.0,True,True,0.7885421787,0.9364312313,0.0,0.69,0.7551446,0.13,0.776915,-0.27,0.31,0.0,0.0402684563758389,0.5795818567276001,0.6628844141960144,0.1,0.700778,0.1040268456375839,1.810531521513288,-376.0,6.0,ADT2_HUMAN,0.13,Low,298.0
P12236,SLC25A6,"ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2) (ANT 2) (Adenine nucleotide translocator 3) (ANT 3) (Solute carrier family 25 member 6) [Cleaved into: ADP/ATP translocase 3, N-terminally processed]",legacy,6,multi-pass,member,4.0,True,True,0.8077305578,0.4407502628,0.0,0.674,0.5929562,0.12,0.776555,-0.251,0.31,0.0,0.0402684563758389,0.5610286593437195,0.5380701422691345,0.09,0.711254,0.1006711409395973,1.605033133911377,-333.0,6.0,ADT3_HUMAN,0.12,Low,298.0
Q6PCB7,SLC27A1,Long-chain fatty acid transport protein 1 (Arachidonate--CoA ligase) (EC 6.2.1.15) (Fatty acid transport protein 1) (FATP-1) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Solute carrier family 27 member 1) (Very long-chain acyl-CoA synthetase) (EC 6.2.1.-),legacy,1,single-pass,member,1.0,True,True,0.2660295585,0.2653740364,0.0,0.26,0.043861113,0.13,0.711671,-0.25,0.73,0.0,0.0340557275541795,0.0609001033008098,0.0757035389542579,0.1,0.049102526,0.1130030959752322,12.970236479763637,-844.0,1.0,S27A1_HUMAN,0.13,Low,646.0
Q6P1M0,SLC27A4,Long-chain fatty acid transport protein 4 (FATP-4) (Fatty acid transport protein 4) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Solute carrier family 27 member 4) (Very long-chain acyl-CoA synthetase 4) (ACSVL4) (EC 6.2.1.-),legacy,2,multi-pass,member,1.0,True,True,0.2943465335,0.2280672027,0.0,0.302,0.61000746,0.14,0.671143,-0.161,1.29,0.0,0.0202177293934681,0.0489213243126869,0.3403819501399994,0.0,0.043028377,0.1088646967340591,11.7875997923367,-745.0,2.0,S27A4_HUMAN,0.14,Low,643.0
P11166,SLC2A1,"Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1) (HepG2 glucose transporter)",legacy,12,multi-pass,member,3.0,True,True,0.0729412234,0.1367487293,0.0,0.331,0.05223184,0.12,0.246224,-0.204,0.69,0.0447154471544715,0.0670731707317073,0.0686298459768295,0.0490729101002216,0.51,0.06687917,0.0691056910569105,9.231121652822177,-667.0,12.0,GTR1_HUMAN,0.12,Low,492.0
Q9NY26,SLC39A1,Zinc transporter ZIP1 (Solute carrier family 39 member 1) (Zinc-iron-regulated transporter-like) (Zrt- and Irt-like protein 1) (ZIP-1) (hZIP1),legacy,8,multi-pass,member,1.0,True,True,0.0613973002,0.0717617551,0.0,0.055,0.016382545,0.24,-0.724135,-0.289,-0.47,0.0,0.1851851851851851,0.067007228732109,0.0326727256178855,0.47,0.040912967,0.0462962962962962,30.13274389783277,-545.0,8.0,S39A1_HUMAN,0.24,Low,324.0
P08195,SLC3A2,Amino acid transporter heavy chain SLC3A2 (4F2 cell-surface antigen heavy chain) (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98),legacy,1,single-pass,member,1.0,True,True,0.3700819997,0.7937243575,0.0,0.736,0.44078135,0.43,0.659136,-0.294,0.26,0.0619047619047619,0.1333333333333333,0.5474551916122437,0.2833067774772644,0.46,0.091771476,0.0523809523809523,35.441731039898286,-460.0,1.0,4F2_HUMAN,0.43,Medium,630.0
P02730,SLC4A1,Band 3 anion transport protein (Anion exchange protein 1) (AE 1) (Anion exchanger 1) (Solute carrier family 4 member 1) (CD antigen CD233),legacy,12,multi-pass,member,1.0,True,True,0.1574809509,0.0719980937,0.0,0.244,0.016314441,0.3,0.167128,-0.23,0.44,0.0395170142700329,0.0944017563117453,0.1178074330091476,0.0677725672721862,0.69,0.1648729,0.0746432491767288,26.389912369474203,-1287.0,13.0,B3AT_HUMAN,0.3,Low,911.0
Q9Y6R1,SLC4A4,Electrogenic sodium bicarbonate cotransporter 1 (Sodium bicarbonate cotransporter) (Na(+)/HCO3(-) cotransporter) (Solute carrier family 4 member 4) (kNBC1),new,12,multi-pass,not_in_cdcode,,True,True,0.3907371244,0.1792969982,0.0,0.276,0.058100797,0.68,0.521428,-0.265,2.27,0.0852641334569045,0.0602409638554216,0.2754328548908233,0.2827098965644836,0.41,0.67967063,0.0667284522706209,117.05531312939004,-1154.0,13.0,S4A4_HUMAN,0.68,Medium,1079.0
P13866,SLC5A1,Sodium/glucose cotransporter 1 (Na(+)/glucose cotransporter 1) (High affinity sodium-glucose cotransporter) (Solute carrier family 5 member 1),legacy,14,multi-pass,member,1.0,True,True,0.0459293736,0.0564584685,0.0,0.221,0.013191344,0.13,-0.0520448,-0.243,0.81,0.0,0.1490963855421686,0.0697178468108177,0.029647096991539,0.52,0.027202327,0.072289156626506,2.3651951627564385,-1134.0,14.0,SC5A1_HUMAN,0.13,Low,664.0
P31645,SLC6A4,Sodium-dependent serotonin transporter (SERT) (5HT transporter) (5HTT) (Solute carrier family 6 member 4),legacy,12,multi-pass,not_in_cdcode,,True,True,0.0786668072,0.0928171348,0.0,0.169,0.011828845,0.15,0.0215138,-0.233,0.6,0.0158730158730158,0.0,0.099772609770298,0.1423523426055908,0.59,0.07503053,0.0793650793650793,45.04504044114031,-840.0,12.0,SC6A4_HUMAN,0.15,Low,630.0
Q9UPR5,SLC8A2,Sodium/calcium exchanger 2 (Na(+)/Ca(2+)-exchange protein 2) (Solute carrier family 8 member 2),legacy,11,multi-pass,member,1.0,True,True,0.2048105012,0.1735284128,0.000833333,0.32,0.0065494156,0.7,0.867822,-0.289,2.09,0.0,0.1444082519001086,0.0618958994746208,0.0960365906357765,0.28,0.56302404,0.0836047774158523,77.519433574403,-1053.0,11.0,NAC2_HUMAN,0.7,Medium,921.0
Q14BN4,SLMAP,Sarcolemmal membrane-associated protein (Sarcolemmal-associated protein),legacy,2,multi-pass,not_in_cdcode,,True,True,0.6384488869,0.4659361981,0.0,0.572,0.58318293,0.37,0.211397,-0.318,0.52,0.0,0.0555555555555555,0.0531171560287475,0.1992525160312652,0.91,0.79843414,0.0688405797101449,23.151994625173387,-834.0,2.0,SLMAP_HUMAN,0.37,Low,828.0
Q9NY59,SMPD3,Sphingomyelin phosphodiesterase 3 (EC 3.1.4.12) (Neutral sphingomyelinase 2) (nSMase-2) (nSMase2) (Neutral sphingomyelinase II),new,0,intramembrane-only,not_in_cdcode,,True,True,0.2689663879,0.2822089335,0.000833333,0.213,0.0038951547,0.48,0.912123,0.025,4.15,0.0,0.0809160305343511,0.2352271378040313,0.114882692694664,0.98,0.07522583,0.0885496183206106,178.2890560935428,-430.0,2.0,NSMA2_HUMAN,0.48,Medium,655.0
O15079,SNPH,Syntaphilin,legacy,1,single-pass,member,1.0,True,True,0.4016711978,0.3897831449,0.011666667,0.363,0.06748512,1.0,0.434148,-0.133,4.72,0.1032388663967611,0.2024291497975708,0.3644679188728332,0.5791057348251343,1.0,0.21612869,0.0890688259109311,172.7455715347403,-185.0,1.0,SNPH_HUMAN,1.0,High,494.0
Q99523,SORT1,Sortilin (100 kDa NT receptor) (Glycoprotein 95) (Gp95) (Neurotensin receptor 3) (NT3) (NTR3),new,1,single-pass,not_in_cdcode,,True,True,0.3541888229,0.3707119288,0.0,0.674,0.032138243,0.39,1.14766,-0.205,1.23,0.0024067388688327,0.0782190132370637,0.0450952425599098,0.0938060879707336,0.28,0.114873275,0.0818291215403128,66.2619986905963,-440.0,1.0,SORT_HUMAN,0.39,Low,831.0
Q9UBP0,SPAST,Spastin (EC 5.6.1.1) (Spastic paraplegia 4 protein),new,0,intramembrane-only,in_cdcode_no_role,1.0,True,True,0.7759612076,0.684596451,0.01,0.488,0.47871843,0.83,0.739,-0.104,1.79,0.0551948051948051,0.1168831168831168,0.7710649967193604,0.6948207020759583,0.98,0.64523584,0.086038961038961,72.35898679307208,-399.0,1.0,SPAST_HUMAN,0.83,High,616.0
Q15005,SPCS2,Signal peptidase complex subunit 2 (Microsomal signal peptidase 25 kDa subunit) (SPase 25 kDa subunit),legacy,2,multi-pass,member,2.0,True,True,0.5773702995000001,0.1877827333,0.0,0.313,0.15524754,0.42,0.499261,-0.369,-0.99,0.0,0.1327433628318584,0.217251181602478,0.1754290461540222,0.04,0.031862307,0.0752212389380531,93.12775197414504,-159.0,2.0,SPCS2_HUMAN,0.42,Medium,226.0
O15270,SPTLC2,Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2),legacy,1,single-pass,member,1.0,True,True,0.8388283926000001,0.5393111167,0.0,0.306,0.13273932,0.17,0.83961,-0.2,1.06,0.0,0.0373665480427046,0.1603607237339019,0.3073548376560211,0.03,0.035062265,0.1209964412811387,10.97423520705106,-582.0,1.0,SPTC2_HUMAN,0.17,Low,562.0
Q9Y5M8,SRPRB,Signal recognition particle receptor subunit beta (SR-beta) (Protein APMCF1),legacy,1,single-pass,member,1.0,True,True,0.4462407775,0.5323675771,0.0,0.61,0.38863382,0.36,-0.0835886,-0.354,-0.34,0.0,0.062730627306273,0.0913436636328697,0.0687930881977081,0.03,0.05887426,0.081180811808118,25.868765234316008,-342.0,1.0,SRPRB_HUMAN,0.36,Low,271.0
P32745,SSTR3,Somatostatin receptor type 3 (SS-3-R) (SS3-R) (SS3R) (SST3) (SSR-28),new,7,multi-pass,not_in_cdcode,,True,True,0.0406636685,0.0415327788,0.0,0.072,0.00080184796,0.4,-0.448997,-0.304,0.07,0.1722488038277512,0.2894736842105263,0.0628853887319564,0.0354232192039489,0.5,0.122377366,0.1052631578947368,21.9425799957437,-548.0,7.0,SSR3_HUMAN,0.4,Low,418.0
Q9NRC1,ST7,Suppressor of tumorigenicity 7 protein (Protein FAM4A1) (Protein HELG),legacy,3,multi-pass,member,2.0,True,True,0.1564176142,0.1046389553,0.0,0.089,0.0058761304,0.21,-0.447951,-0.121,0.95,0.0,0.0735042735042735,0.0444435402750968,0.0349911265075206,0.25,0.5027046,0.0974358974358974,83.83573823802266,-845.0,3.0,ST7_HUMAN,0.21,Low,585.0
Q86WV6,STING1,Stimulator of interferon genes protein (hSTING) (Endoplasmic reticulum interferon stimulator) (ERIS) (Mediator of IRF3 activation) (hMITA) (Transmembrane protein 173),legacy,4,multi-pass,driver,1.0,True,True,0.0673172323,0.1086805273,0.0,0.031,0.7079318,0.49,-0.245228,-0.242,-0.48,0.0686015831134564,0.0870712401055409,0.0623737052083015,0.0343330726027488,0.35,0.06642537,0.1081794195250659,2.416115700989079,-587.0,4.0,STING_HUMAN,0.49,Medium,379.0
P27105,STOM,Stomatin (Erythrocyte band 7 integral membrane protein) (Erythrocyte membrane protein band 7.2) (Protein 7.2b),new,0,intramembrane-only,in_cdcode_no_role,1.0,True,True,0.5061001431000001,0.4456154798,0.0,0.627,0.18360503,0.21,-0.540001,-0.283,0.01,0.0069444444444444,0.0520833333333333,0.2374393492937088,0.2380276620388031,0.16,0.8430864,0.0729166666666666,5.251288307299886,-403.0,1.0,STOM_HUMAN,0.21,Low,288.0
