Protein,Degree,Betweenness,pLLPS,Is_High_pLLPS
SLC4A10,19,5.7769642871319264e-05,0.52,False
CLVS1,17,0.00010294660089500956,0.19,False
KLRC3,25,3.1390111687992076e-06,0.39,False
LAYN,16,4.369541649139685e-05,0.48,False
MED28,3,3.6153560726266185e-06,0.58,False
RTP5,1,0.0,0.82,True
DRAM2,4,3.4012488945960074e-06,0.13,False
ARC,23,6.378021676695091e-05,0.79,True
GALR2,30,0.00019131589813486957,0.29,False
PXYLP1,16,9.251718941524085e-05,0.37,False
GALR3,30,0.00014521996860187013,0.32,False
TMEM248,16,0.00017553681028674895,0.23,False
CYP3A43,43,0.0002091058394378549,0.13,False
GLT8D1,10,6.091152601601019e-05,0.13,False
DMAC2L,41,0.00010336984018899218,0.1,False
PPA2,37,0.00028928366828485724,0.28,False
RPS6KC1,8,2.3677502114109833e-05,0.79,True
LYPD6B,17,0.00011320158616456192,0.21,False
ST8SIA5,17,0.00014786941347061307,0.11,False
RAET1G,24,5.216031476705635e-05,0.82,True
RAET1E,32,7.349537725961455e-05,0.15,False
RAET1L,19,2.0017629668525428e-05,0.16,False
MICA,27,6.98752214932168e-05,0.36,False
SLITRK2,32,0.00035732115162461555,0.22,False
RAB2B,23,0.0002956019715228827,0.52,False
GPR21,3,4.464587212087344e-06,0.14,False
LIN28A,6,1.4049964448231066e-05,0.82,True
GRK6,43,0.00023020252082227606,0.18,False
GRK4,37,0.00018313575329553884,0.15,False
MOXD1,11,0.00016039134072982802,0.28,False
GPR155,4,4.438902290931721e-06,0.13,False
SYTL5,14,7.091550293987121e-06,0.8,True
FOLR2,40,0.00038006050235699123,0.15,False
PLA2G15,40,0.00020454913070853226,0.16,False
PNPLA7,32,0.00041269753095529596,0.53,False
LPCAT4,59,0.00018472197400416242,0.3,False
PLA2G4C,57,0.00035468467179330173,0.34,False
PLA2G4D,57,0.00036103491526922037,0.48,False
PLA2G4F,57,0.0003942366285039125,0.18,False
PLA2G4E,58,0.00033195046372649597,0.23,False
PLA2G2A,57,0.0002555416840873513,0.12,False
PLA2G4B,53,0.0003468455888831035,0.35,False
PLA2G2D,57,0.00028849824209913657,0.13,False
PLA2G2E,54,0.00026066967067199363,0.11,False
LPCAT1,54,0.00022209905073566406,0.43,False
PLA2G2F,54,0.00017425992452021493,0.15,False
PLA2G5,55,0.00018059901222410672,0.1,False
PLA2G1B,57,0.00028344415403807,0.11,False
PLA2G10,56,0.00022076147040455107,0.15,False
LPCAT2,50,0.0002475109123937459,0.21,False
GBA2,56,0.0005881895496035713,0.38,False
SLC35C1,48,0.0008690953103449783,0.14,False
CLGN,27,0.0004862936752360173,0.72,True
CHPF2,35,7.598011152768734e-05,0.25,False
GPR141,12,5.3075072645080465e-05,0.1,False
SLC22A11,44,0.0002882943544100453,0.19,False
SLC16A9,23,0.00015355189573859883,0.13,False
FBXO2,18,0.0002836285053748338,0.38,False
B3GALT4,22,3.89369054874258e-05,0.45,False
TM4SF1,26,0.00016688160646085128,0.1,False
UGT2B17,37,9.893467722769744e-05,0.12,False
TMEM68,9,6.851428283645234e-05,0.11,False
MGAT4D,11,0.00012820390792741984,0.11,False
SHISAL2B,4,4.482626706219173e-05,0.24,False
TMEM213,12,0.00010012931625177885,0.79,True
CPT1C,31,0.00023425815002379443,0.47,False
SLC7A14,14,8.040016853504237e-05,0.44,False
OR52N1,12,2.1205468934159886e-05,0.1,False
OR52N5,13,4.670960006950248e-05,0.11,False
B3GALT5,34,0.0001329960641842789,0.11,False
B3GALNT1,13,3.250854618568771e-05,0.1,False
B3GALT1,25,3.2389892928598464e-05,0.14,False
A4GALT,38,0.000729295660063541,0.15,False
B3GAT2,40,0.0002597646887193656,0.43,False
B4GALNT2,24,9.811617204768437e-05,0.21,False
TMEM120A,18,0.00019536470324965966,0.11,False
B4GALT6,40,0.0002955369754167222,0.16,False
SLC35B3,21,7.99486103947816e-05,0.12,False
TSPAN10,16,6.135306548111876e-05,0.8,True
TSPAN14,23,0.00025355982635691556,0.11,False
TSPAN32,39,0.0002943106037205157,0.21,False
TSPAN9,15,8.179368446208767e-05,0.13,False
PRLR,12,4.5654976646192427e-05,0.81,True
TREX1,10,7.937951065885143e-05,0.82,True
DNASE1L3,2,1.636732929846011e-06,0.17,False
ADA,18,0.00013664154198279565,0.17,False
STK38L,12,0.00016011787792930774,0.24,False
TAS2R7,46,0.00015963698381489546,0.12,False
SCOC,19,0.00018455292537600856,0.71,True
TIMM8B,41,7.565972834615703e-05,0.1,False
TIMM21,52,0.0001832683492394639,0.33,False
TIMM23,49,6.894710814258614e-05,0.32,False
TIMM50,58,0.00020175830137409884,0.48,False
TIMM17A,59,0.00019773615051668338,0.18,False
TIMM10,53,0.00020457815340316958,0.11,False
TIMM9,46,9.704486213911946e-05,0.23,False
TIMM8A,40,8.355873844027802e-05,0.38,False
TIMM10B,35,9.698280513587293e-05,0.22,False
PAM16,37,6.800869914113832e-05,0.42,False
VDAC3,58,0.0005115377853523289,0.17,False
TIMM23B,31,7.43687587163397e-05,0.3,False
RNF112,11,6.410037028604325e-05,0.64,False
GPAT2,29,0.00012901872633040986,0.14,False
TMEM39B,5,1.0974933219434453e-05,0.39,False
RABEPK,26,0.00017866970750826658,0.53,False
UQCRHL,53,1.323569173454476e-05,0.76,True
HHLA2,39,3.9192206740087574e-05,0.24,False
ENTPD2,35,0.0003179256498747476,0.34,False
ADAM19,13,8.853963272183941e-05,0.79,True
THG1L,3,5.6751406095252954e-06,0.1,False
C1GALT1C1L,28,1.5936599643027904e-05,0.14,False
STUM,2,2.0324963061769333e-06,0.3,False
ANAPC2,6,1.91497796002371e-05,0.49,False
NOA1,5,7.400430515123898e-06,0.77,True
ERAL1,6,2.4014062654849978e-05,0.35,False
SNX33,35,0.00024305265198036583,0.63,False
GPBAR1,42,0.0007387756626954596,0.35,False
IL17RB,25,5.296303135259066e-05,0.18,False
NOS3,47,0.0005673994719218882,0.79,True
AZIN2,8,1.5694327675093537e-05,0.23,False
NOSTRIN,11,8.036152710845119e-05,0.61,False
SLC26A8,12,0.00018861535344326733,0.56,False
NLRP4,12,9.651054426670947e-06,0.16,False
GSDMA,21,0.0001321500062732107,0.26,False
GSDMC,13,1.582207023442112e-05,0.14,False
GSDMB,23,0.00011876457669124522,0.17,False
GPR3,22,0.00010397360193029389,0.25,False
RXFP2,18,0.00013497988717954074,0.11,False
SLC25A21,3,5.793242122804018e-06,0.11,False
LRRN4CL,1,0.0,0.78,True
TM4SF19,10,0.00029419800383569095,0.11,False
RTBDN,4,1.09579439737075e-05,0.79,True
RAB39A,31,0.00017686258891340246,0.12,False
NFAM1,8,3.557396172158065e-06,0.77,True
PREX1,46,0.0002629618492499998,0.79,True
DAPP1,25,6.986738374375284e-05,0.17,False
HACD4,22,0.00020710472715086012,0.11,False
TMEM210,9,7.281563831718891e-05,0.21,False
FAAH,32,0.00025271095083009983,0.39,False
FAAH2,16,5.376176692303945e-05,0.18,False
PLXDC2,6,1.8773479846133878e-05,0.23,False
HTRA1,17,0.000147382498543897,0.32,False
BRS3,25,0.00021180554520436697,0.28,False
TMEM50A,8,6.0035736269364775e-05,0.13,False
DNAJC1,18,0.00014854592830495516,0.77,True
DNAJC15,31,4.897855633551419e-05,0.2,False
DNAJC25,20,0.00035601741552377633,0.5,False
KIRREL2,23,9.434623147619541e-05,0.74,True
ADRA1B,44,0.00011710301700328399,0.7,True
KLRC4,32,8.071679270079993e-05,0.23,False
ABCB11,56,0.0004157351427060817,0.13,False
PLAAT4,25,0.000167880896552311,0.25,False
MILR1,6,2.669660370201273e-05,0.35,False
RNF128,4,7.95852531474979e-06,0.46,False
DOP1B,13,0.00016357908524949094,0.78,True
TMEM50B,5,1.0706957394488316e-05,0.11,False
EVA1C,10,8.095012890759409e-05,0.28,False
MPV17,21,0.00016684993785274184,0.11,False
NAT14,4,4.966099304971547e-06,0.33,False
TMEM207,16,0.00018265801027132344,0.15,False
TMEM61,13,0.00011683152254413155,0.75,True
RTP3,13,0.00013356504338143022,0.16,False
TMEM72,4,0.0,0.63,False
SVOPL,31,0.0006529977949608087,0.16,False
ADGRG2,16,0.00014088009915382528,0.57,False
ERAP2,19,3.2974570020263114e-05,0.13,False
TAPBPL,12,2.6499408204689687e-05,0.42,False
MTNR1A,42,0.0004952561323437618,0.18,False
ARRDC1,24,0.00017115972747601854,0.62,False
OR6X1,15,0.0002012315891680767,0.11,False
OR13J1,12,0.000203830335263767,0.1,False
PCDHGA8,6,2.778151622063272e-07,0.76,True
NACA,8,1.549998992992948e-06,0.77,True
NACA2,9,1.1912320733092397e-05,0.4,False
IL11RA,10,7.181897004021987e-07,0.78,True
C3orf20,8,7.725566612498778e-05,0.67,False
OR51D1,21,0.000341076860396409,0.1,False
CWH43,6,8.145754702391443e-06,0.2,False
SLC2A12,33,0.0003286561704172624,0.16,False
THSD7B,5,9.543208706547015e-05,0.32,False
CNMD,8,1.4535462522679615e-05,0.38,False
GRM4,66,0.00021359832762015037,0.21,False
NPBWR1,31,0.0002726327193266248,0.16,False
DAGLB,17,4.254389015536906e-05,0.23,False
NAPEPLD,25,0.00010387396187178583,0.37,False
CNR1,57,0.0003300333200198599,0.11,False
ABHD12,34,0.0003429324049617685,0.24,False
GPR55,46,0.0005766076342727159,0.1,False
NAAA,26,0.00023254086228097863,0.2,False
GDE1,29,0.00023766718917713343,0.18,False
SLCO3A1,26,0.00010569728750264951,0.33,False
SLC22A14,14,9.479846495810882e-05,0.18,False
PSKH1,13,0.00011567739169909457,0.34,False
AQP5,28,0.000318345471932163,0.24,False
SLC10A3,10,4.2312835604600776e-05,0.24,False
PHETA1,15,9.686906588100628e-05,0.73,True
TCL1A,26,0.000208291167129885,0.14,False
ADAM20,12,2.0733035426266663e-05,0.2,False
ADAM21,11,2.5703745793867077e-05,0.16,False
IZUMO3,9,4.293477721138684e-05,0.11,False
NAE1,9,0.00010130036952730354,0.18,False
GBP1,28,9.64268014196446e-05,0.36,False
RMC1,9,1.962231926428361e-05,0.14,False
TSPAN17,11,9.374686175838512e-05,0.11,False
TMEM185B,5,8.029004374578293e-06,0.11,False
PLGRKT,9,4.173467276325458e-05,0.15,False
MELTF,18,0.0001250327327784965,0.16,False
SHISAL2A,2,2.61629118568528e-06,0.31,False
WSCD1,9,7.587246442337475e-05,0.24,False
ATP10B,14,9.387725870105706e-06,0.74,True
ATP10D,19,0.0001221233467108939,0.38,False
TMEM30B,21,0.0001473068103057252,0.3,False
ATP11B,19,0.00014815784588078206,0.2,False
ATP11C,24,0.00021259043423135793,0.14,False
ATP8B2,16,5.434386542537083e-05,0.37,False
ATP8B4,17,7.608081409220384e-05,0.24,False
SLC7A6,42,0.00016059984986386758,0.15,False
TMEM225B,4,1.2614859213548762e-05,0.11,False
GML,7,1.369788610990277e-05,0.11,False
CNPY4,9,4.715703427584749e-05,0.36,False
MGST3,25,8.988011300732046e-05,0.18,False
MGST1,23,6.94954436572305e-05,0.11,False
SNX16,27,9.601371396621761e-05,0.69,False
TPTE2,9,5.952453043405457e-05,0.18,False
MYO9A,16,7.549459845730733e-05,0.75,True
LRP2BP,9,5.396439388918132e-05,0.12,False
MCUB,19,3.085027711543796e-05,0.23,False
SLC25A48,9,5.948248465053759e-05,0.14,False
ELOVL3,25,0.00011457168284594512,0.13,False
COQ3,37,0.0004600205171572622,0.15,False
COQ7,28,0.00013266930487281346,0.16,False
ADCK2,24,0.00016249554987861958,0.23,False
COQ10A,11,5.009822963938441e-06,0.26,False
COQ10B,13,6.44782557011302e-05,0.16,False
HIGD1C,17,4.538369348741858e-05,0.19,False
DRD4,54,0.0004022778348412069,0.42,False
RAB42,6,6.237682059379098e-05,0.12,False
TMEM45B,3,5.400291085337272e-06,0.1,False
DUSP21,5,0.00010406842345197281,0.18,False
SEL1L2,11,5.554139622652062e-05,0.15,False
SEL1L3,10,8.167937877008649e-05,0.32,False
PDGFC,36,8.991793890566845e-05,0.14,False
SNX13,33,0.000279234936965104,0.22,False
SNX7,21,8.356899838781425e-05,0.15,False
TMEM63C,14,0.00023868440370509604,0.19,False
SLC39A12,21,7.981726089679203e-05,0.74,True
CYP4A11,73,0.00033682183328600623,0.18,False
TAS2R60,49,5.962560700799292e-05,0.15,False
OR2T10,11,2.72185042821853e-05,0.12,False
SGK2,30,0.0002685178400001124,0.48,False
PCSK4,11,5.364561944161247e-05,0.39,False
TAS1R2,51,0.00015624978243210924,0.13,False
PLPP1,32,0.00013415560550145836,0.16,False
CHRNA6,29,8.793575419424356e-05,0.2,False
CHRNA5,41,0.00015121896882427038,0.21,False
CHRNB3,34,0.0001808907665334472,0.15,False
OR1A1,27,2.149877467313984e-05,0.11,False
RNF180,1,0.0,0.75,True
GPR157,13,0.00011968594243597303,0.19,False
LYRM7,15,7.303662269858423e-05,0.19,False
CYBC1,8,2.1006916363233963e-05,0.12,False
TMTC3,17,0.00018589056166441766,0.22,False
PCDHGA10,8,0.0001469569189346322,0.6,False
TMEM247,3,4.592426860253496e-06,0.75,True
ANKH,14,0.00023158441607263236,0.14,False
HHATL,6,3.326867203042077e-05,0.11,False
LILRA5,19,2.0582806156065822e-05,0.75,True
THSD7A,11,0.00011025389593179867,0.73,True
PLA2R1,19,9.746784789330287e-05,0.19,False
HID1,9,4.7861720349085145e-05,0.76,True
CYP4B1,41,0.00016521400196802428,0.14,False
EIPR1,16,0.00011574945986214635,0.25,False
TMEM128,12,0.00012986491259602066,0.09,False
VWA1,3,1.5224494929088096e-06,0.76,True
SLC51B,31,0.00013900236886521075,0.47,False
PCDHA2,5,0.0,0.54,False
PCDHA7,11,0.0008681009218139418,0.68,False
PCDHA1,4,3.277785104352102e-05,0.52,False
PCDHA6,5,0.0,0.67,False
PCDHA3,9,5.54446999377146e-06,0.59,False
PCDHA12,6,1.73314195792736e-05,0.57,False
MCTP1,7,7.49281982715827e-05,0.56,False
ILVBL,14,0.00011393792536758019,0.15,False
ACAD11,14,3.0947973889243406e-05,0.2,False
ACADVL,21,0.00013417899066181746,0.6,False
PCDHGB7,5,7.014108305051181e-05,0.7,True
OR52R1,46,0.0002610611990374549,0.15,False
AVPR1A,33,9.550029867570727e-05,0.25,False
VN1R1,19,5.753150541038099e-05,0.12,False
P2RY2,50,0.0005599280400304924,0.27,False
TGFBI,32,0.0004826044487749261,0.13,False
LRRC15,8,4.398641823774161e-05,0.23,False
C5orf30,6,7.670644183076315e-05,0.71,True
SEC11A,21,2.9715057004350644e-05,0.11,False
EMC4,34,0.00035729933870486027,0.21,False
SRP14,21,7.79310446067352e-05,0.5,False
EMC2,38,0.0002795319249525265,0.12,False
ERGIC2,37,0.0003435667504075378,0.22,False
SRP72,21,2.568953904950505e-05,0.56,False
TMIGD3,4,2.9758967511778383e-06,0.21,False
OR4K14,12,0.00019614014197551964,0.1,False
CHST13,29,3.4630787836341404e-05,0.61,False
TMBIM4,27,0.00027151001889153247,0.11,False
COA3,45,0.00015492264038721872,0.25,False
TMEM177,11,1.3181670679829774e-05,0.13,False
COX16,36,6.772555933926109e-05,0.38,False
SLC25A13,35,0.00010826587118975252,0.21,False
OR4D9,11,0.00010074438333874289,0.1,False
OR1K1,10,1.448198513088596e-05,0.16,False
OR52W1,14,5.828282673832524e-05,0.12,False
SELENOT,16,4.348864601561383e-05,0.06,False
AQP12B,13,0.00021382059122461192,0.24,False
AQP12A,14,1.5644885193569924e-05,0.23,False
VSIR,43,4.8247457591845757e-05,0.51,False
MARC1,8,2.0068640720290935e-05,0.18,False
CYP3A5,78,0.00046177331308612404,0.16,False
CYP1B1,47,0.00014645564496678672,0.37,False
CYP4F3,47,8.406455402750885e-05,0.16,False
CYP2A13,46,0.00017548855137695048,0.19,False
HPCAL1,19,0.00024679291771587125,0.22,False
ERG28,39,0.0002088198401262751,0.1,False
SLC46A1,33,0.0003091340321241557,0.14,False
DCUN1D3,5,5.607659297656473e-06,0.7,True
TMEM140,6,2.4848828410001702e-05,0.11,False
SNN,2,8.697832500656489e-07,0.71,True
PEAK3,2,0.0,0.71,True
ADAM28,11,1.837013413577811e-05,0.29,False
ADAM33,20,0.00016258649786470692,0.69,False
SLC6A8,27,0.0003283837607321558,0.18,False
ABHD1,13,0.00011268278907713713,0.17,False
OR14I1,13,0.0001126254678471146,0.11,False
PHETA2,5,7.101011827538383e-06,0.62,False
TSPEAR,19,0.00016737006273963935,0.16,False
ADGRE2,27,4.049189015200286e-05,0.27,False
ADGRE3,7,8.533579015819253e-06,0.21,False
PGAP1,44,0.0004660960434478313,0.17,False
CFI,16,5.669438380850827e-05,0.13,False
TSPAN5,33,0.00041111414248900575,0.11,False
TM4SF20,14,0.00028220125684093897,0.18,False
FNDC5,14,8.775322501004715e-05,0.71,True
OSTN,7,9.518543329884808e-06,0.17,False
TMEM26,17,0.00019520808768717213,0.21,False
ITLN1,11,8.398223845726767e-05,0.22,False
UCP3,27,0.0002157908386645055,0.12,False
MEGF9,3,1.1080335876000553e-05,0.71,True
EGFL6,5,1.6010433700995857e-05,0.22,False
OR1E2,15,0.0004910903699529124,0.13,False
MPP4,11,0.0001436308978340465,0.21,False
TIRAP,26,4.6700690905641445e-05,0.73,True
TLR6,36,5.336300244569138e-05,0.11,False
TICAM2,20,7.446608760076501e-05,0.49,False
TLR10,32,0.0002449222696208382,0.11,False
PANX2,15,7.881647472024529e-05,0.71,True
SLC18B1,15,9.63799285712288e-05,0.2,False
C19orf38,1,0.0,0.7,True
PLAAT1,27,0.0005171108796483474,0.13,False
RNF222,7,4.450553350342854e-05,0.7,True
TMEM220,6,4.102803349937985e-05,0.12,False
CUZD1,7,1.9264850763077897e-05,0.2,False
CYP4F8,44,0.00010315949565896207,0.12,False
SLC43A3,4,1.87544957006195e-05,0.23,False
ATP2B1,39,0.0004887119542712101,0.7,True
HSD17B6,37,0.00010732308746931086,0.11,False
DCST2,6,5.839287035942194e-06,0.28,False
RER1,52,0.0007000622949005691,0.37,False
TMC8,13,8.510925263289289e-05,0.2,False
TMEM229A,4,9.505370281728449e-08,0.7,True
OR5H6,13,5.644919179143537e-05,0.1,False
OR52A5,12,5.479398792749191e-05,0.1,False
OR10A6,20,5.840777368653812e-05,0.12,False
TAS2R42,47,0.0001979427672555438,0.13,False
CLMP,9,1.8490119177608596e-05,0.71,True
TFPI,18,6.477549285739974e-05,0.17,False
XKR6,11,0.0003129870547944889,0.72,True
SLC35G5,1,0.0,0.2,False
MSRA,18,0.0001533092753893613,0.54,False
KCNT2,17,6.111558798113972e-05,0.31,False
TMPRSS9,3,6.598591030124274e-06,0.72,True
KIAA2013,21,0.00013129085796446366,0.36,False
MCOLN2,38,0.0003646254839354097,0.12,False
KCNE1B,5,2.1293739168184696e-05,0.4,False
ALOX5,50,0.0001150969473508625,0.12,False
ALOX15,53,0.0002574438279756279,0.14,False
ALOX12B,42,9.707111521238685e-05,0.13,False
CYP4F2,49,0.00010323652257497727,0.14,False
CYP4A22,56,8.658454436636401e-05,0.2,False
FADS2,38,0.00013786602448541781,0.18,False
PTDSS2,39,8.742308025399492e-05,0.27,False
GDPD1,35,0.00013377807844728117,0.13,False
CYP2J2,48,8.922821991224336e-05,0.39,False
PAFAH2,30,7.081569384560279e-05,0.26,False
SLC8B1,28,0.00011216202505130543,0.26,False
OR8U1,14,0.0001171923475961857,0.1,False
ATP13A5,2,3.717704076892292e-06,0.16,False
OR4E1,10,6.817238944474807e-05,0.1,False
SCO1,38,0.00016705295956906166,0.67,False
SURF1,44,0.00014404941317704294,0.5,False
COX10,58,0.00022114570574603928,0.17,False
COX18,41,0.0003267721098160103,0.23,False
COX14,45,6.414312750451106e-05,0.23,False
SLC31A2,19,0.00019847937014349644,0.15,False
PROKR1,23,4.783423686596052e-05,0.22,False
PROK1,36,9.382339323705484e-05,0.15,False
RNF103,16,3.8217214635561945e-05,0.22,False
ZFAND2B,6,7.038974470073457e-05,0.68,False
TMEM31,3,8.037477684874359e-07,0.35,False
CDH16,5,3.66127436542486e-06,0.68,False
TMEM92,7,9.569736717668783e-05,0.69,False
VXN,1,0.0,0.69,False
PROCR,24,9.693879515306374e-05,0.14,False
ATP13A3,16,0.0002645040589758177,0.12,False
HTR1B,44,8.969234995804793e-05,0.16,False
WDFY4,30,0.00019968085089550853,0.69,False
HMGCLL1,10,4.980595845946992e-05,0.12,False
MPPE1,46,0.0009392581442147173,0.2,False
MPEG1,23,4.548619222896507e-05,0.35,False
CYB561D1,2,3.7326945507055757e-07,0.13,False
MS4A5,11,5.208207973054352e-05,0.12,False
RTP2,50,0.0001393242637237523,0.15,False
RTP1,55,0.00014611349250107016,0.2,False
OR4D2,20,1.573106241298802e-05,0.1,False
OR2Y1,10,5.786685883703049e-06,0.1,False
PTGDR2,35,0.00023505180123277979,0.28,False
ANXA1,36,0.00028614172473307483,0.18,False
CAPNS1,25,0.0002397701654008243,0.32,False
GNG14,36,2.30447706761722e-05,0.22,False
KCNJ6,41,0.00018387782446293297,0.15,False
TMEM161A,10,3.9776025048173706e-05,0.4,False
CNTNAP5,14,0.00013786746032974515,0.21,False
FPR3,29,0.00019965625944565432,0.14,False
CTXN1,4,6.372741035303135e-06,0.46,False
RCC2,13,0.00011094950161461951,0.68,False
SLC7A5,57,0.0006269182106959442,0.15,False
HCCS,37,0.0004812329192997513,0.69,False
SFXN1,28,0.00017152327892694142,0.16,False
MFSD9,35,0.0003215990497171898,0.21,False
MFSD10,33,0.0003651581097099725,0.35,False
MFSD11,30,0.00037592913485903523,0.21,False
MFSD13A,24,0.00011072613784452541,0.14,False
MFSD5,26,0.00019911010382039535,0.13,False
UNC93A,30,0.00040503166097428483,0.16,False
NEMP2,4,4.974350873403403e-06,0.11,False
MFSD14B,14,2.3019011342419196e-05,0.41,False
MFSD14A,22,0.00017177723984858147,0.2,False
SLC37A3,13,6.626780979918578e-05,0.13,False
TMTC2,16,0.00032012012578261145,0.19,False
MFSD1,13,4.815270107739616e-05,0.18,False
SFT2D1,9,6.182866157612906e-05,0.1,False
ORMDL1,14,8.900033233426291e-05,0.11,False
PRIMA1,5,9.415214228657616e-06,0.69,False
NAALAD2,9,6.542399946025834e-05,0.18,False
TMEM225,9,0.00011016567481163504,0.22,False
HIGD2A,42,0.00022410302306968366,0.13,False
SLC25A4,58,0.0004889895862382379,0.11,False
ROMO1,51,0.00016152130471692777,0.15,False
SLC22A23,14,8.775871248684963e-05,0.7,True
SLC22A25,10,4.544130665622027e-05,0.12,False
SLC22A15,15,8.340179718548881e-05,0.16,False
NUBPL,33,0.00020528289686284096,0.2,False
SLC22A10,31,0.00021771902819841835,0.12,False
SLC2A8,40,0.0006961230564858874,0.14,False
SLC16A13,7,4.638321238386976e-05,0.21,False
OR2L8,16,0.0001780938871366372,0.11,False
OR10J5,21,2.2156608915396847e-05,0.1,False
OR6K2,10,1.4898319753666617e-06,0.1,False
UGT3A2,17,8.182823335776207e-05,0.12,False
UGT3A1,17,6.729260499112815e-05,0.13,False
CALHM4,8,2.124425286837041e-05,0.11,False
CALHM6,11,4.2941402866443785e-05,0.13,False
CALHM5,1,0.0,0.12,False
CLRN2,7,7.756012391593866e-06,0.1,False
CHST7,32,4.483265229281282e-05,0.57,False
OR52E2,12,0.0001232613967884688,0.11,False
PCDHA11,12,0.0002083540008187293,0.62,False
PCDHA5,2,0.0,0.65,False
OR4K13,10,5.142089801281158e-05,0.1,False
MANSC4,6,1.4129074157826128e-05,0.56,False
OR5M11,14,0.00018383521245660478,0.11,False
PANX3,7,4.737186164171478e-06,0.14,False
TBC1D3D,2,9.99638105786433e-07,0.69,False
TRIL,8,6.539068583234391e-05,0.69,False
SLC25A35,9,5.539609466579072e-05,0.19,False
TMEM218,13,2.555168354587696e-05,0.18,False
FGD2,9,9.718215878921916e-06,0.59,False
ATAD3B,15,7.068828077815295e-05,0.68,False
ABCC6,29,0.0003907871386090786,0.53,False
SLC6A18,13,6.786606640435431e-05,0.17,False
SLC6A19,46,0.0009713191547037139,0.11,False
SLC36A2,30,0.00041374434758892576,0.15,False
TM9SF2,20,0.0002369427452198054,0.15,False
HTR1F,38,0.00011083705738423693,0.14,False
PCDHAC1,4,1.3672586490934504e-05,0.65,False
NDRG1,28,0.00024915446454742995,0.26,False
TMCC3,5,2.470252670005145e-05,0.65,False
LSMEM1,4,2.720736770079364e-05,0.29,False
TELO2,11,9.473823180854937e-05,0.51,False
SLC27A3,14,9.859731378022846e-05,0.65,False
SLC2A10,26,0.0002785852610475255,0.36,False
ACSL5,43,0.000240285936579233,0.13,False
CD302,4,3.9032900485242785e-06,0.11,False
SLC3A1,51,0.0005290259295235233,0.27,False
VSTM2A,4,2.9012837768223264e-06,0.54,False
SMPD3,46,0.000476748964001674,0.48,False
ADIPOR2,29,0.00039793511644881075,0.24,False
CLEC2L,3,1.9638166913522965e-06,0.28,False
SLC5A5,34,0.0003037274737557717,0.27,False
ZFYVE21,6,6.8493540740033535e-06,0.17,False
TMEM255A,9,9.062553720305853e-05,0.64,False
DCBLD2,6,1.4007151602697122e-05,0.65,False
ITM2C,8,2.7275478238719133e-05,0.2,False
PRRG1,5,1.4374096174315775e-05,0.66,False
DEFB106B,6,9.603455792253311e-06,0.12,False
DEFA1B,12,4.4640155463500424e-05,0.33,False
DEFA3,12,6.115167804763336e-05,0.52,False
EMC9,11,6.418672501195352e-06,0.14,False
SLC28A2,34,0.00022639483060113089,0.2,False
SLC18A1,32,0.000308748730828676,0.26,False
ENOX2,1,0.0,0.65,False
ABCC1,52,0.0008980591211818515,0.35,False
PGLYRP2,7,1.883662518383652e-05,0.47,False
MGAT4C,9,6.29631678083795e-05,0.11,False
NPY2R,30,6.327926760008531e-05,0.15,False
OPN3,35,0.0002454690574059209,0.21,False
TMEM186,56,0.0003759319925609075,0.15,False
SMPDL3B,19,0.00010933498077203545,0.16,False
OR6C75,11,8.677123583117092e-05,0.1,False
ANO4,7,2.8978522473896093e-05,0.36,False
SNX14,33,0.00040737888997624083,0.2,False
SIRPB2,7,1.927902320574194e-06,0.67,False
IGSF23,11,5.684455774601418e-05,0.32,False
SIGLEC6,20,3.267940769878849e-05,0.54,False
OR52H1,20,7.806354140424784e-05,0.1,False
MGAT2,30,0.00013689907488695697,0.17,False
SLCO2A1,17,5.1819786304329156e-05,0.48,False
FMO5,15,0.00010387391681327384,0.19,False
PDE9A,29,0.000311432818422242,0.47,False
GSAP,16,2.7653972237778032e-05,0.18,False
NEU3,17,0.00011984935883335087,0.25,False
TMEM187,2,5.557362731139115e-07,0.14,False
TMEM170A,6,3.346700915702236e-05,0.14,False
PLPPR2,10,9.326220236393078e-05,0.4,False
CHST1,9,1.3885401623010116e-05,0.19,False
PLPP6,10,3.343630551921487e-05,0.65,False
PIGC,38,0.0006488590695257659,0.11,False
GPR182,13,8.99574811097716e-05,0.21,False
MCHR2,42,0.00014456870468668197,0.1,False
SLC35F4,8,4.402447641135803e-05,0.2,False
TPTE,11,7.54633475652605e-05,0.23,False
TMEM44,4,5.4495152941353684e-06,0.67,False
TVP23B,11,9.907285623746368e-05,0.3,False
FAM126B,10,6.448908815273478e-05,0.64,False
TMEM176A,11,6.478565328970083e-05,0.21,False
SMIM20,16,0.00013847480935734,0.15,False
SLC44A1,12,7.835560981425609e-05,0.26,False
CLN3,36,0.0006918543177100308,0.65,False
CLN5,14,3.3644172434933206e-05,0.17,False
CLN6,18,9.239784339049204e-05,0.18,False
CTNS,21,0.00022764194358402843,0.13,False
SLC25A10,17,7.686033336023065e-05,0.11,False
RDH11,27,0.00018036901664445087,0.16,False
CPAMD8,3,3.064916417513888e-06,0.66,False
ICAM5,22,8.402148647651792e-05,0.63,False
RHCG,19,0.00011262209772656296,0.11,False
ICAM4,22,5.693637125699981e-05,0.3,False
LOXL2,15,4.589219701474702e-05,0.27,False
TPSG1,1,0.0,0.64,False
