UniProt_ID,Protein_Name,Gene_Names,Organism,Source_DB,LLPSDB_designed,LLPS_mode,evidence_in_vitro,evidence_in_vivo,role,MLO_Types,is_membrane,TMD_count,TMD_class,Length
Q13148,TAR DNA-binding protein 43,TARDBP TDP43,Homo sapiens,LLPSDB+PhasePDB,False,autonomous,True,True,driver,Anisosome; Cajal body; Inclusion body; Nuclear body; Nuclear speckle; Nucleolus; Paraspeckle; PML nuclear body; RNP transport granule; Stress granule; TDP-43 nuclear condensate,False,0,none,414.0
Q13151,Heterogeneous nuclear ribonucleoprotein A0,HNRNPA0;HNRPA0,Homo sapiens,LLPSDB,False,unclear,False,False,unclear,Nucleus.,False,0,none,305.0
Q13185,Chromobox protein homolog 3,CBX3,Homo sapiens,PhasePDB,False,both,True,False,driver,Heterochromatin,False,0,none,183.0
Q13188,Serine/threonine-protein kinase 3,STK3 KRS1 MST2,Homo sapiens,PhasePDB,False,partner_dependent,True,False,unclear,,False,0,none,491.0
Q13263,Transcription intermediary factor 1-beta,TRIM28 KAP1 RNF96 TIF1B,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,835.0
Q13283,Ras GTPase-activating protein-binding protein 1,G3BP1 G3BP,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Neuronal granule; P-body; SARS-CoV-2 N condensate; Stress granule,False,0,none,466.0
Q13402,Unconventional myosin-VIIa,MYO7A USH1B,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,Receptor cluster,False,0,none,2215.0
Q13415,Origin recognition complex subunit 1,ORC1 ORC1L PARC1,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,Heterochromatin; Nuclear body,False,0,none,861.0
Q13428,Treacle protein,TCOF1,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Nucleolus,False,0,none,1488.0
Q13439,Golgin subfamily A member 4,GOLGA4,Homo sapiens,PhasePDB,False,partner_dependent,False,False,unclear,Golgin condensate,False,0,none,2230.0
Q13485,Mothers against decapentaplegic homolog 4,SMAD4 DPC4 MADH4,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,,False,0,none,552.0
Q13501,Sequestosome-1,SQSTM1 ORCA OSIL,Homo sapiens,LLPSDB+PhasePDB,False,unclear,False,False,unclear,Nucleolus; p62 cluster; PML nuclear body; Stress granule,False,0,none,440.0
Q13526,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,PIN1,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Transcriptional condensate,False,0,none,163.0
Q13535,Serine/threonine-protein kinase ATR,ATR FRP1,Homo sapiens,PhasePDB,False,both,False,False,both,,False,0,none,2644.0
Q13542,Eukaryotic translation initiation factor 4E-binding protein 2;4E-BP2;eIF4E-binding protein 2;EIF4EBP2,EIF4EBP2,Homo sapiens,LLPSDB,False,unclear,False,False,unclear,Cytoplasm.Postsynapse.,False,0,none,120.0
Q13546,Receptor-interacting serine/threonine-protein kinase 1,RIPK1 RIP RIP1,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Necrosome,False,0,none,671.0
Q13554,Calcium/calmodulin-dependent protein kinase type II subunit beta,CAMK2B CAM2 CAMK2 CAMKB,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,,False,0,none,666.0
Q13569,G/T mismatch-specific thymine DNA glycosylase,TDG,Homo sapiens,PhasePDB,False,partner_dependent,True,True,unclear,Nucleolus,False,0,none,410.0
Q13618,Cullin-3,CUL3 KIAA0617,Homo sapiens,PhasePDB,False,autonomous,False,False,both,Nuclear speckle,False,0,none,768.0
Q13627,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,DYRK1A DYRK MNB MNBH,Homo sapiens,LLPSDB+PhasePDB,False,autonomous,True,False,driver,Nuclear speckle,False,0,none,763.0
Q13702,43 kDa receptor-associated protein of the synapse,RAPSN RNF205,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,,False,0,none,412.0
Q13772,Nuclear receptor coactivator 4,NCOA4 ARA70 ELE1 RFG,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,614.0
Q13823,Nucleolar GTP-binding protein 2,GNL2 NGP1,Homo sapiens,LLPSDB+PhasePDB,False,unclear,True,False,unclear,Nucleolus,False,0,none,731.0
Q13838,Spliceosome RNA helicase DDX39B,DDX39B BAT1 UAP56,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,Nuclear speckle,False,0,none,428.0
Q13950,Runt-related transcription factor 2,RUNX2 AML3 CBFA1 OSF2 PEBP2A,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Transcriptional condensate,False,0,none,521.0
Q14008,Cytoskeleton-associated protein 5,CKAP5 KIAA0097,Homo sapiens,PhasePDB,False,autonomous,True,False,unclear,,False,0,none,2032.0
Q14011,Cold-inducible RNA-binding protein,CIRBP A18HNRNP CIRP,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,Stress granule,False,0,none,172.0
Q14103,Heterogeneous nuclear ribonucleoprotein D0,HNRNPD AUF1 HNRPD,Homo sapiens,LLPSDB+PhasePDB,False,partner_dependent,False,True,unclear,,False,0,none,355.0
Q14145,Kelch-like ECH-associated protein 1,KEAP1 INRF2 KIAA0132 KLHL19,Homo sapiens,PhasePDB,False,both,False,False,client,p62 cluster,False,0,none,624.0
Q14149,MORC family CW-type zinc finger protein 3,MORC3 KIAA0136 NXP2 ZCWCC3,Homo sapiens,PhasePDB,False,unclear,False,True,unclear,,False,0,none,939.0
Q14152,Eukaryotic translation initiation factor 3 subunit A,EIF3A EIF3S10 KIAA0139,Homo sapiens,PhasePDB,False,both,False,False,both,Stress granule,False,0,none,1382.0
Q14157,Ubiquitin-associated protein 2-like,UBAP2L KIAA0144 NICE4,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Stress granule,False,0,none,1087.0
Q14207,Protein NPAT,NPAT CAND3 E14,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,Histone locus body,False,0,none,1427.0
Q14247,Src substrate cortactin,CTTN EMS1,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,,False,0,none,550.0
Q14258,E3 ubiquitin/ISG15 ligase TRIM25,TRIM25 EFP RNF147 ZNF147,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,Stress granule,False,0,none,630.0
Q14444,Caprin-1,CAPRIN1 GPIAP1 GPIP137 M11S1 RNG105,Homo sapiens,PhasePDB,False,both,False,False,both,P-body; RNP transport granule; Stress granule,False,0,none,709.0
Q14498,RNA-binding protein 39,RBM39 HCC1 RNPC2,Homo sapiens,PhasePDB,False,unclear,True,False,unclear,Nuclear stress body,False,0,none,530.0
Q14596,Next to BRCA1 gene 1 protein,NBR1 1A13B KIAA0049 M17S2,Homo sapiens,PhasePDB,False,both,False,False,driver,p62 cluster,False,0,none,966.0
Q14653,Interferon regulatory factor 3,IRF3,Homo sapiens,PhasePDB,False,both,False,False,driver,Receptor cluster,False,0,none,427.0
Q14671,Pumilio homolog 1,PUM1 KIAA0099 PUMH1,Homo sapiens,PhasePDB,False,unclear,False,False,client,NORAD-PUM body; Stress granule,False,0,none,1186.0
Q14676,Mediator of DNA damage checkpoint protein 1,MDC1 KIAA0170 NFBD1,Homo sapiens,PhasePDB,False,partner_dependent,False,True,unclear,DNA damage foci,False,0,none,2089.0
Q14678,KN motif and ankyrin repeat domain-containing protein 1,KANK1 ANKRD15 KANK KIAA0172,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,,False,0,none,1352.0
Q14684,Ribosomal RNA processing protein 1 homolog B,RRP1B KIAA0179,Homo sapiens,PhasePDB,False,partner_dependent,False,False,unclear,Heterochromatin,False,0,none,758.0
Q14694,Ubiquitin carboxyl-terminal hydrolase 10,USP10 KIAA0190,Homo sapiens,PhasePDB,False,both,False,False,unclear,Stress granule,False,0,none,798.0
Q14781,Chromobox protein homolog 2,CBX2,Homo sapiens,LLPSDB+PhasePDB,False,both,False,True,both,Heterochromatin; Nuclear body; Polycomb body,False,0,none,532.0
Q14814,Myocyte-specific enhancer factor 2D,MEF2D,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,,False,0,none,521.0
Q14974,Importin subunit beta-1,KPNB1 NTF97,Homo sapiens,LLPSDB+PhasePDB,False,partner_dependent,False,False,client,,False,0,none,876.0
Q14978,Nucleolar and coiled-body phosphoprotein 1,NOLC1 KIAA0035 NS5ATP13,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Cajal body; Nucleolus,False,0,none,699.0
Q15007,Pre-mRNA-splicing regulator WTAP,WTAP KIAA0105,Homo sapiens,PhasePDB,False,autonomous,False,False,both,Nuclear speckle,False,0,none,396.0
Q15022,Polycomb protein SUZ12,SUZ12 CHET9 JJAZ1 KIAA0160,Homo sapiens,PhasePDB,False,both,False,False,driver,,False,0,none,739.0
Q15029,116 kDa U5 small nuclear ribonucleoprotein component,EFTUD2 KIAA0031 SNRP116,Homo sapiens,PhasePDB,False,autonomous,False,True,driver,Cajal body,False,0,none,972.0
Q15059,Bromodomain-containing protein 3,BRD3 KIAA0043 RING3L,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Transcriptional condensate,False,0,none,726.0
Q15154,Pericentriolar material 1 protein,PCM1,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Centrosome; Pericentriolar matrix,False,0,none,2024.0
Q15233,Non-POU domain-containing octamer-binding protein,NONO NRB54,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Nucleolus; Paraspeckle; Stress granule,False,0,none,471.0
Q15287,RNA-binding protein with serine-rich domain 1,RNPS1 LDC2,Homo sapiens,PhasePDB,False,partner_dependent,False,True,client,,False,0,none,305.0
Q15424,Scaffold attachment factor B1,SAFB HAP HET SAFB1,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,Nuclear stress body,False,0,none,915.0
Q15436,Protein transport protein Sec23A,SEC23A,Homo sapiens,PhasePDB,False,unclear,False,False,both,,False,0,none,765.0
Q15466,Nuclear receptor subfamily 0 group B member 2,NR0B2 SHP,Homo sapiens,PhasePDB,False,unclear,True,False,unclear,,False,0,none,257.0
Q15468,SCL-interrupting locus protein,STIL SIL,Homo sapiens,PhasePDB,False,both,False,False,unclear,Centrosome,False,0,none,1287.0
Q15532,Protein SSXT,SS18 SSXT SYT,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,418.0
Q15554,Telomeric repeat-binding factor 2,TERF2 TRBF2 TRF2,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Heterochromatin; PML nuclear body,False,0,none,542.0
Q15561,Transcriptional enhancer factor TEF-3,TEAD4 RTEF1 TCF13L1 TEF3,Homo sapiens,PhasePDB,False,both,False,False,driver,Transcriptional condensate,False,0,none,434.0
Q15596,Nuclear receptor coactivator 2,NCOA2 BHLHE75 SRC2 TIF2,Homo sapiens,PhasePDB,False,unclear,False,False,client,PML nuclear body,False,0,none,1464.0
Q15643,Thyroid receptor-interacting protein 11,TRIP11 CEV14,Homo sapiens,PhasePDB,False,partner_dependent,False,False,unclear,Golgin condensate,False,0,none,1979.0
Q15648,Mediator of RNA polymerase II transcription subunit 1,MED1 ARC205 CRSP1 CRSP200 DRIP205 DRIP230 PBP PPARBP PPARGBP RB18A,Homo sapiens,LLPSDB+PhasePDB,False,unclear,False,False,unclear,Mediator condensate; Nuclear speckle; Transcriptional condensate,False,0,none,1581.0
Q15652,Probable JmjC domain-containing histone demethylation protein 2C,JMJD1C JHDM2C KIAA1380 TRIP8,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,,False,0,none,2540.0
Q15672,Twist-related protein 1,TWIST1 BHLHA38 TWIST,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,202.0
Q15691,Microtubule-associated protein RP/EB family member 1,MAPRE1,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,Centrosome,False,0,none,268.0
Q15717,ELAV-like protein 1,ELAVL1 HUR,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Mesh-like condensate,False,0,none,326.0
Q15744,CCAAT/enhancer-binding protein epsilon,CEBPE,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,,False,0,none,281.0
Q15788,Nuclear receptor coactivator 1,NCOA1 BHLHE74 SRC1,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,,False,0,none,1441.0
Q15796,Mothers against decapentaplegic homolog 2,SMAD2 MADH2 MADR2,Homo sapiens,PhasePDB,False,both,False,False,driver,,False,0,none,467.0
Q15811,Intersectin-1;SH3 domain-containing protein 1A;SH3P17,ITSN1;ITSN;SH3D1A,Homo sapiens,LLPSDB,False,unclear,False,False,unclear,"Endomembrane system; Cell junction, synapse, synaptosome; Cell projection, lamellipodium; Membrane, clathrin-coated pit.",False,0,none,1721.0
Q15910,Histone-lysine N-methyltransferase EZH2,EZH2 KMT6,Homo sapiens,PhasePDB,False,autonomous,False,False,both,Nuclear body,False,0,none,746.0
Q16046,,H-RAS,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,,False,0,none,
Q16082,Heat shock protein beta-2,HSPB2,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Nuclear body,False,0,none,182.0
Q16143,Beta-synuclein,SNCB,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,,False,0,none,134.0
Q16198,,EWS-Fli1,Homo sapiens,PhasePDB,False,both,False,False,driver,enhancer condensate; Transcriptional condensate,False,0,none,
Q16204,Coiled-coil domain-containing protein 6,CCDC6 D10S170 TST1,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,,False,0,none,474.0
Q16236,Nuclear factor erythroid 2-related factor 2,NFE2L2 NRF2,Homo sapiens,PhasePDB,False,both,False,False,driver,Mediator condensate; p62 cluster,False,0,none,605.0
Q16273,,FUS-CHOP,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,
Q16629,Serine/arginine-rich splicing factor 7,SRSF7 SFRS7,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,Nuclear speckle,False,0,none,238.0
Q16630,Cleavage and polyadenylation specificity factor subunit 6,CPSF6 CFIM68,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Nuclear speckle; Paraspeckle,False,0,none,551.0
Q16637,Survival motor neuron protein,SMN1 SMN SMNT,Homo sapiens,PhasePDB,False,autonomous,False,False,unclear,Cajal body; Gems; Neuronal granule,False,0,none,294.0
Q16665,Hypoxia-inducible factor 1-alpha,HIF1A BHLHE78 MOP1 PASD8,Homo sapiens,PhasePDB,False,autonomous,False,False,client,,False,0,none,826.0
Q17RY0,Cytoplasmic polyadenylation element-binding protein 4,CPEB4 KIAA1673,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,,False,0,none,729.0
Q32NB8,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial",PGS1,Homo sapiens,PhasePDB,False,both,False,False,both,,False,0,none,556.0
Q32P51,Heterogeneous nuclear ribonucleoprotein A1-like 2;hnRNP core protein A1-like 2,HNRNPA1L2;HNRNPA1L,Homo sapiens,LLPSDB,False,unclear,False,False,unclear,Nucleus; Cytoplasm.,False,0,none,320.0
Q3KP66,Innate immunity activator protein,INAVA C1orf106,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,,False,0,none,663.0
Q495M9,pre-mRNA splicing regulator USH1G,USH1G SANS,Homo sapiens,PhasePDB,False,both,False,False,driver,Receptor cluster,False,0,none,461.0
Q4G0F5,Vacuolar protein sorting-associated protein 26B,VPS26B,Homo sapiens,PhasePDB,False,partner_dependent,False,True,unclear,P-body,False,0,none,336.0
Q4G0J3,La-related protein 7,LARP7,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,Elongation complex; Nucleolus,False,0,none,582.0
Q4VCS5,Angiomotin,AMOT KIAA1071,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,1084.0
Q53ET0,CREB-regulated transcription coactivator 2,CRTC2 TORC2,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,Transcriptional condensate,False,0,none,693.0
Q53GS7,mRNA export factor GLE1,GLE1 GLE1L,Homo sapiens,PhasePDB,False,partner_dependent,False,False,client,,False,0,none,698.0
Q53GS9,Ubiquitin carboxyl-terminal hydrolase 39,USP39,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,Nucleolus,False,0,none,565.0
Q53HL2,Borealin,CDCA8 PESCRG3,Homo sapiens,PhasePDB,False,unclear,False,False,both,,False,0,none,280.0
Q58A45,PAN2-PAN3 deadenylation complex subunit PAN3,PAN3,Homo sapiens,PhasePDB,False,both,False,False,unclear,Stress granule,False,0,none,887.0
Q5FBB7,Shugoshin 1,SGO1 SGOL1,Homo sapiens,LLPSDB+PhasePDB,False,autonomous,False,False,both,,False,0,none,561.0
Q5JR59,Microtubule-associated tumor suppressor candidate 2,MTUS2 CAZIP KIAA0774 TIP150,Homo sapiens,PhasePDB,False,both,False,False,driver,,False,0,none,1369.0
Q5T1M5,FK506-binding protein 15,FKBP15 KIAA0674,Homo sapiens,PhasePDB,False,both,False,False,both,,False,0,none,1219.0
Q5T481,RNA-binding protein 20,RBM20,Homo sapiens,PhasePDB,False,partner_dependent,False,False,unclear,Nuclear speckle; Stress granule,False,0,none,1227.0
Q5T6F2,Ubiquitin-associated protein 2,UBAP2 KIAA1491,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,Purinosome,False,0,none,1119.0
Q5UEC7,,MLL/EB1,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Spindle apparatus,False,0,none,
Q5UIP0,Telomere-associated protein RIF1,RIF1,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,,False,0,none,2472.0
Q6LD62,,14-3-3 protein cytosolic phospholipase A2,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,
Q6NTE8,MRN complex-interacting protein,MRNIP C5orf45,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,DNA damage foci,False,0,none,343.0
Q6NUN9,Zinc finger protein 746,ZNF746 PARIS,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,,False,0,none,644.0
Q6P6C2,RNA demethylase ALKBH5,ALKBH5 ABH5 OFOXD1,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,Paraspeckle,False,0,none,394.0
Q6PD62,RNA polymerase-associated protein CTR9 homolog,CTR9 KIAA0155 SH2BP1,Homo sapiens,PhasePDB,False,both,False,False,both,Transcriptional condensate,False,0,none,1173.0
Q6PIF6,Unconventional myosin-VIIb,MYO7B,Homo sapiens,PhasePDB,False,partner_dependent,True,False,unclear,Receptor cluster,False,0,none,2116.0
Q6SZW1,NAD(+) hydrolase SARM1,SARM1 KIAA0524 SAMD2 SARM,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,724.0
Q6UVJ0,Spindle assembly abnormal protein 6 homolog,SASS6 SAS6,Homo sapiens,PhasePDB,False,autonomous,False,False,both,Centrosome,False,0,none,657.0
Q6UWE0,E3 ubiquitin-protein ligase LRSAM1,LRSAM1 TAL,Homo sapiens,PhasePDB,False,partner_dependent,False,True,unclear,Stress granule,False,0,none,723.0
Q6WCQ1,Myosin phosphatase Rho-interacting protein,MPRIP KIAA0864 MRIP RHOIP3,Homo sapiens,PhasePDB,False,unclear,False,True,unclear,Nuclear speckle,False,0,none,1025.0
Q6ZMT4,Lysine-specific demethylase 7A,KDM7A JHDM1D KDM7 KIAA1718,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,941.0
Q6ZN16,Mitogen-activated protein kinase kinase kinase 15,MAP3K15 ASK3,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,1313.0
Q6ZUJ4,Uncharacterized protein C3orf62,C3orf62,Homo sapiens,PhasePDB,False,partner_dependent,False,False,unclear,,False,0,none,267.0
Q70E73,Ras-associated and pleckstrin homology domains-containing protein 1,RAPH1 ALS2CR18 ALS2CR9 KIAA1681 LPD PREL2 RMO1,Homo sapiens,PhasePDB,False,partner_dependent,True,False,unclear,,False,0,none,1250.0
Q71DI3,Histone H3.2,H3C15 HIST2H3A,Homo sapiens,PhasePDB,False,partner_dependent,False,True,unclear,,False,0,none,136.0
Q7KZ85,Transcription elongation factor SPT6,SUPT6H KIAA0162 SPT6H,Homo sapiens,PhasePDB,False,both,False,True,driver,Transcriptional condensate,False,0,none,1726.0
Q7KZF4,Staphylococcal nuclease domain-containing protein 1,SND1 TDRD11,Homo sapiens,PhasePDB,False,partner_dependent,False,True,driver,,False,0,none,910.0
Q7Z333,Probable helicase senataxin,SETX ALS4 KIAA0625 SCAR1,Homo sapiens,PhasePDB,False,partner_dependent,False,False,unclear,,False,0,none,2677.0
Q7Z3E1,Protein mono-ADP-ribosyltransferase TIPARP,TIPARP PARP7,Homo sapiens,PhasePDB,False,unclear,True,True,unclear,Nuclear body,False,0,none,657.0
Q7Z417,FMR1-interacting protein NUFIP2,NUFIP2 KIAA1321,Homo sapiens,PhasePDB,False,both,True,False,driver,Nuclear pore complex; Stress granule,False,0,none,695.0
Q7Z5P4,17-beta-hydroxysteroid dehydrogenase 13,HSD17B13 SCDR9 SDR16C3,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,,False,0,none,300.0
Q7Z5Q1,Cytoplasmic polyadenylation element-binding protein 2,CPEB2,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,,False,0,none,589.0
Q7Z6E9,E3 ubiquitin-protein ligase RBBP6,RBBP6 P2PR PACT RBQ1,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,Nuclear speckle,False,0,none,1792.0
Q7Z739,YTH domain-containing family protein 3,YTHDF3,Homo sapiens,PhasePDB,False,autonomous,True,False,driver,Stress granule,False,0,none,585.0
Q86U42,Polyadenylate-binding protein 2,PABPN1 PAB2 PABP2,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Nuclear speckle,False,0,none,306.0
Q86U44,N(6)-adenosine-methyltransferase catalytic subunit METTL3,METTL3 MTA70,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Nuclear speckle; Nucleolus,False,0,none,580.0
Q86U86,Protein polybromo-1,PBRM1 BAF180 PB1,Homo sapiens,PhasePDB,False,unclear,False,False,driver,,False,0,none,1689.0
Q86VP1,Tax1-binding protein 1,TAX1BP1 T6BP,Homo sapiens,PhasePDB,False,autonomous,False,False,both,,False,0,none,789.0
Q86XR8,Centrosomal protein of 57 kDa,CEP57 KIAA0092 TSP57,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,Centrosome,False,0,none,500.0
Q86Y26,NUT family member 1,NUTM1 C15orf55 NUT,Homo sapiens,PhasePDB,False,autonomous,False,False,unclear,,False,0,none,1132.0
Q86YM7,Homer protein homolog 1,HOMER1 SYN47,Homo sapiens,PhasePDB,False,partner_dependent,True,False,driver,,False,0,none,354.0
Q86YR5,G-protein-signaling modulator 1,GPSM1 AGS3,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,Inclusion body; P-body; Stress granule,False,0,none,675.0
Q8IU60,m7GpppN-mRNA hydrolase,DCP2 NUDT20,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,P-body; Stress granule,False,0,none,420.0
Q8IU81,Interferon regulatory factor 2-binding protein 1,IRF2BP1,Homo sapiens,PhasePDB,False,both,False,False,both,Cajal body,False,0,none,584.0
Q8IUD2,ELKS/Rab6-interacting/CAST family member 1,ERC1 ELKS KIAA1081 RAB6IP2,Homo sapiens,PhasePDB,False,both,True,False,unclear,ELKS condensate; Receptor cluster,False,0,none,1116.0
Q8IWJ2,GRIP and coiled-coil domain-containing protein 2,GCC2 KIAA0336 RANBP2L4,Homo sapiens,PhasePDB,False,partner_dependent,False,False,unclear,Golgin condensate,False,0,none,1684.0
Q8IX03,Protein KIBRA,WWC1 KIAA0869 KIBRA,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,1113.0
Q8IXH7,Negative elongation factor C/D,NELFCD NELFD TH1 TH1L,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,Transcriptional condensate,False,0,none,590.0
Q8IXJ9,Polycomb group protein ASXL1,ASXL1 KIAA0978,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,Paraspeckle,False,0,none,1541.0
Q8IXK0,Polyhomeotic-like protein 2,PHC2 EDR2 PH2,Homo sapiens,PhasePDB,False,both,True,False,both,Nuclear body,False,0,none,858.0
Q8IY92,Structure-specific endonuclease subunit SLX4,SLX4 BTBD12 KIAA1784 KIAA1987,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,PML nuclear body,False,0,none,1834.0
Q8IYB3,Serine/arginine repetitive matrix protein 1,SRRM1 SRM160,Homo sapiens,PhasePDB,False,unclear,True,True,unclear,Nuclear speckle,False,0,none,904.0
Q8IYT8,Serine/threonine-protein kinase ULK2,ULK2 KIAA0623,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,,False,0,none,1036.0
Q8IZA3,Histone H1.8,H1-8 H1FOO H1OO OSH1,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Heterochromatin,False,0,none,346.0
Q8IZH1,,SS18/SSX1 fusion,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,,False,0,none,
Q8IZT6,Abnormal spindle-like microcephaly-associated protein,ASPM MCPH5,Homo sapiens,PhasePDB,False,autonomous,False,False,unclear,Transcriptional condensate,False,0,none,3477.0
Q8N0X7,Spartin,SPART KIAA0610 SPG20 TAHCCP1,Homo sapiens,PhasePDB,False,partner_dependent,False,False,unclear,,False,0,none,666.0
Q8N302,Angiogenic factor with G patch and FHA domains 1,AGGF1 GPATC7 GPATCH7 VG5Q,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,Paraspeckle,False,0,none,714.0
Q8N5C8,TGF-beta-activated kinase 1 and MAP3K7-binding protein 3,TAB3 MAP3K7IP3,Homo sapiens,PhasePDB,False,both,False,False,both,,False,0,none,712.0
Q8N726,Tumor suppressor ARF,CDKN2A CDKN2 MLM,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,Nucleolus,False,0,none,132.0
Q8N884,Cyclic GMP-AMP synthase,CGAS C6orf150 MB21D1,Homo sapiens,LLPSDB+PhasePDB,False,partner_dependent,False,False,unclear,cGAS-DNA complex; Stress granule,False,0,none,522.0
Q8N8E3,Centrosomal protein of 112 kDa,CEP112 CCDC46,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,,False,0,none,955.0
Q8NB46,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C,ANKRD52,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,,False,0,none,1076.0
Q8NC51,SERPINE1 mRNA-binding protein 1,SERBP1 PAIRBP1,Homo sapiens,PhasePDB,False,autonomous,True,True,driver,Nucleolus; Stress granule; Tau condensate,False,0,none,408.0
Q8NCB2,CaM kinase-like vesicle-associated protein,CAMKV,Homo sapiens,PhasePDB,False,unclear,False,False,unclear,,False,0,none,501.0
Q8ND24,RING finger protein 214,RNF214,Homo sapiens,PhasePDB,False,unclear,True,True,unclear,,False,0,none,703.0
Q8ND56,Protein LSM14 homolog A,LSM14A C19orf13 FAM61A RAP55 RAP55A,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,P-body,False,0,none,463.0
Q8NDF8,Terminal nucleotidyltransferase 4B,TENT4B GLD4 PAPD5 TRF4-2 TUT3,Homo sapiens,PhasePDB,False,autonomous,False,False,driver,Amyloid body; Nucleolus,False,0,none,572.0
Q8NDX5,Polyhomeotic-like protein 3,PHC3 EDR3 PH3,Homo sapiens,PhasePDB,False,both,True,False,both,Nuclear body,False,0,none,983.0
Q8NE35,Cytoplasmic polyadenylation element-binding protein 3,CPEB3 KIAA0940,Homo sapiens,PhasePDB,False,unclear,True,False,unclear,Neuronal granule; P-body,False,0,none,698.0
