UniProt_ID,LLPhyScore_score
Q9Y221,-203.0
Q9Y222,-563.0
Q9Y223,-909.0
Q9Y224,-331.0
Q9Y225,-247.0
Q9Y226,-842.0
Q9Y227,-643.0
Q9Y228,-453.0
Q9Y230,-528.0
Q9Y231,-387.0
Q9Y232,-280.0
Q9Y233,-918.0
Q9Y234,-460.0
Q9Y235,-112.0
Q9Y237,13.0
Q9Y238,-1372.0
Q9Y239,-1248.0
Q9Y240,-248.0
Q9Y241,-80.0
Q9Y242,-137.0
Q9Y243,-382.0
Q9Y244,-61.0
Q9Y247,-330.0
Q9Y248,-210.0
Q9Y250,-164.0
Q9Y251,-494.0
Q9Y252,-331.0
Q9Y253,-372.0
Q9Y255,-177.0
Q9Y256,-592.0
Q9Y257,-573.0
Q9Y258,-87.0
Q9Y259,-376.0
Q9Y261,77.0
Q9Y262,-640.0
Q9Y263,-532.0
Q9Y264,-360.0
Q9Y265,-441.0
Q9Y266,-72.0
Q9Y267,-1002.0
Q9Y271,-585.0
Q9Y272,-258.0
Q9Y274,-473.0
Q9Y275,-227.0
Q9Y276,-483.0
Q9Y277,-27.0
Q9Y278,-434.0
Q9Y279,-221.0
Q9Y281,-156.0
Q9Y282,-321.0
Q9Y283,-798.0
Q9Y284,-114.0
Q9Y285,-323.0
Q9Y286,-252.0
Q9Y287,-373.0
Q9Y289,-953.0
Q9Y294,-103.0
Q9Y295,-382.0
Q9Y296,-265.0
Q9Y297,-786.0
Q9Y2A7,-1704.0
Q9Y2A9,-492.0
Q9Y2B0,-209.0
Q9Y2B1,-460.0
Q9Y2B2,-340.0
Q9Y2B4,-172.0
Q9Y2B5,-717.0
Q9Y2C3,-269.0
Q9Y2C4,-197.0
Q9Y2C5,-774.0
Q9Y2C9,-1065.0
Q9Y2D0,-272.0
Q9Y2D1,-143.0
Q9Y2D2,-538.0
Q9Y2D4,-970.0
Q9Y2D8,-467.0
Q9Y2E5,-971.0
Q9Y2E6,-268.0
Q9Y2F5,-890.0
Q9Y2F9,-255.0
Q9Y2G0,-1154.0
Q9Y2G1,-375.0
Q9Y2G2,-411.0
Q9Y2G3,-1625.0
Q9Y2G5,-536.0
Q9Y2G9,-1006.0
Q9Y2H0,-93.0
Q9Y2H1,-391.0
Q9Y2H2,-823.0
Q9Y2H6,-370.0
Q9Y2H9,-822.0
Q9Y2I1,-1550.0
Q9Y2I2,-437.0
Q9Y2I6,-1015.0
Q9Y2I7,-1441.0
Q9Y2I9,-545.0
Q9Y2J0,-5.0
Q9Y2J2,-509.0
Q9Y2J4,-459.0
Q9Y2J8,-576.0
Q9Y2K1,-405.0
Q9Y2K2,-539.0
Q9Y2K3,-1807.0
Q9Y2K5,266.0
Q9Y2K6,-630.0
Q9Y2K7,-858.0
Q9Y2K9,-755.0
Q9Y2L1,-1034.0
Q9Y2L5,-1342.0
Q9Y2L9,-747.0
Q9Y2M0,-980.0
Q9Y2M2,-271.0
Q9Y2M5,-554.0
Q9Y2N7,-506.0
Q9Y2P0,-274.0
Q9Y2P4,-860.0
Q9Y2P5,-866.0
Q9Y2P7,-406.0
Q9Y2Q0,-1474.0
Q9Y2Q3,-335.0
Q9Y2Q5,-121.0
Q9Y2R0,-104.0
Q9Y2R2,-299.0
Q9Y2S2,-402.0
Q9Y2S7,-340.0
Q9Y2T1,-230.0
Q9Y2T2,-342.0
Q9Y2T3,-470.0
Q9Y2T6,-603.0
Q9Y2T7,285.0
Q9Y2U5,-353.0
Q9Y2U8,-576.0
Q9Y2U9,-82.0
Q9Y2V0,-457.0
Q9Y2V2,-59.0
Q9Y2V3,-37.0
Q9Y2V7,-889.0
Q9Y2W1,583.0
Q9Y2W2,52.0
Q9Y2W3,-755.0
Q9Y2W6,-411.0
Q9Y2W7,-236.0
Q9Y2X0,-1250.0
Q9Y2X3,-550.0
Q9Y2X7,-668.0
Q9Y2X8,-120.0
Q9Y2X9,179.0
Q9Y2Y0,-185.0
Q9Y2Y1,-118.0
Q9Y2Y4,-220.0
Q9Y2Y6,-340.0
Q9Y2Y8,-47.0
Q9Y2Y9,-137.0
Q9Y2Z0,-228.0
Q9Y2Z2,-742.0
Q9Y2Z4,-488.0
Q9Y2Z9,-500.0
Q9Y303,-475.0
Q9Y314,-247.0
Q9Y315,-532.0
Q9Y316,-284.0
Q9Y320,-354.0
Q9Y328,-209.0
Q9Y333,-90.0
Q9Y336,-166.0
Q9Y337,-116.0
Q9Y342,-365.0
Q9Y345,-918.0
Q9Y365,-226.0
Q9Y366,-344.0
Q9Y371,-299.0
Q9Y375,-203.0
Q9Y376,-444.0
Q9Y383,-302.0
Q9Y385,-136.0
Q9Y388,-138.0
Q9Y394,-454.0
Q9Y397,-356.0
Q9Y399,-348.0
Q9Y3A0,-387.0
Q9Y3A2,-238.0
Q9Y3A3,-224.0
Q9Y3A4,-237.0
Q9Y3A5,-249.0
Q9Y3A6,-204.0
Q9Y3B2,-167.0
Q9Y3B3,-182.0
Q9Y3B4,-110.0
Q9Y3B6,-285.0
Q9Y3B7,-136.0
Q9Y3B8,-188.0
Q9Y3C0,-50.0
Q9Y3C4,-221.0
Q9Y3C5,-109.0
Q9Y3C6,-92.0
Q9Y3C7,-170.0
Q9Y3C8,-201.0
Q9Y3D0,-154.0
Q9Y3D2,-20.0
Q9Y3D3,-189.0
Q9Y3D6,-162.0
Q9Y3D7,-101.0
Q9Y3D8,-146.0
Q9Y3D9,-112.0
Q9Y3E0,-227.0
Q9Y3E1,165.0
Q9Y3E2,-125.0
Q9Y3E5,-175.0
Q9Y3E7,-140.0
Q9Y3F4,-227.0
Q9Y3I0,-341.0
Q9Y3I1,-311.0
Q9Y3L3,-541.0
Q9Y3L5,-144.0
Q9Y3M2,-53.0
Q9Y3M8,-676.0
Q9Y3M9,-402.0
Q9Y3P8,-135.0
Q9Y3P9,-947.0
Q9Y3Q0,-650.0
Q9Y3Q3,-182.0
Q9Y3Q4,-518.0
Q9Y3Q7,-369.0
Q9Y3Q8,-29.0
Q9Y3R0,-531.0
Q9Y3R4,-320.0
Q9Y3R5,-2903.0
Q9Y3S1,-639.0
Q9Y3S2,-58.0
Q9Y3T9,-714.0
Q9Y3U8,-94.0
Q9Y3V2,-294.0
Q9Y3Y2,85.0
Q9Y3Y4,413.0
Q9Y3Z3,-676.0
Q9Y446,-699.0
Q9Y448,-227.0
Q9Y450,-322.0
Q9Y458,0.0
Q9Y462,-480.0
Q9Y463,-353.0
Q9Y466,-462.0
Q9Y467,-17.0
Q9Y468,-214.0
Q9Y473,-381.0
Q9Y478,-151.0
Q9Y483,-356.0
Q9Y484,-324.0
Q9Y487,-1258.0
Q9Y490,-2299.0
Q9Y493,-571.0
Q9Y496,-406.0
Q9Y4A5,-5376.0
Q9Y4A8,-256.0
Q9Y4B4,-747.0
Q9Y4B5,-684.0
Q9Y4B6,-1439.0
Q9Y4C0,-736.0
Q9Y4C1,-1014.0
Q9Y4C2,-968.0
Q9Y4C4,-1500.0
Q9Y4C5,-514.0
Q9Y4C8,-292.0
Q9Y4D1,-1021.0
Q9Y4D2,-1259.0
Q9Y4D7,-2000.0
Q9Y4D8,-3980.0
Q9Y4E1,301.0
Q9Y4E5,-754.0
Q9Y4E8,-283.0
Q9Y4F1,-936.0
Q9Y4F3,-1390.0
Q9Y4F4,-1129.0
Q9Y4F9,-882.0
Q9Y4G2,-1019.0
Q9Y4G6,-2356.0
Q9Y4G8,-670.0
Q9Y4H2,261.0
Q9Y4H4,-72.0
Q9Y4I1,-2159.0
Q9Y4J8,-582.0
Q9Y4K0,-240.0
Q9Y4K3,-426.0
Q9Y4K4,-651.0
Q9Y4L1,-485.0
Q9Y4L5,-93.0
Q9Y4P1,-323.0
Q9Y4P8,-413.0
Q9Y4P9,-128.0
Q9Y4R7,-708.0
Q9Y4R8,-1144.0
Q9Y4U1,-268.0
Q9Y4W2,-540.0
Q9Y4W6,-449.0
Q9Y4X0,-76.0
Q9Y4X3,-157.0
Q9Y4X4,-112.0
Q9Y4X5,-292.0
Q9Y4Y9,-94.0
Q9Y4Z0,46.0
Q9Y4Z2,-189.0
Q9Y508,-118.0
Q9Y512,-218.0
Q9Y520,1021.0
Q9Y530,-174.0
Q9Y535,-161.0
Q9Y547,-151.0
Q9Y548,-439.0
Q9Y561,-324.0
Q9Y566,396.0
Q9Y570,-191.0
Q9Y572,-50.0
Q9Y574,-722.0
Q9Y575,-759.0
Q9Y576,-433.0
Q9Y577,-301.0
Q9Y580,80.0
Q9Y584,-109.0
Q9Y586,-407.0
Q9Y587,-194.0
Q9Y592,-619.0
Q9Y5A6,-182.0
Q9Y5A7,-681.0
Q9Y5A9,378.0
Q9Y5B0,-287.0
Q9Y5B6,-444.0
Q9Y5B8,-399.0
Q9Y5B9,-676.0
Q9Y5C1,-359.0
Q9Y5E3,-682.0
Q9Y5E9,-747.0
Q9Y5F1,-707.0
Q9Y5H5,-669.0
Q9Y5H9,-638.0
Q9Y5I2,-728.0
Q9Y5I3,-836.0
Q9Y5I7,-404.0
Q9Y5J3,-237.0
Q9Y5J5,-128.0
Q9Y5J6,-132.0
Q9Y5J7,-72.0
Q9Y5K1,-504.0
Q9Y5K2,-163.0
Q9Y5K3,-296.0
Q9Y5K5,-249.0
Q9Y5K6,-135.0
Q9Y5K8,-267.0
Q9Y5L0,-1515.0
Q9Y5L2,-87.0
Q9Y5L3,-362.0
Q9Y5L4,-7.0
Q9Y5N1,-577.0
Q9Y5N5,-188.0
Q9Y5N6,-258.0
Q9Y5P4,-378.0
Q9Y5P6,-390.0
Q9Y5P8,-458.0
Q9Y5Q0,-691.0
Q9Y5Q3,-50.0
Q9Y5Q5,-571.0
Q9Y5Q6,-90.0
Q9Y5Q8,-424.0
Q9Y5Q9,-1014.0
Q9Y5R2,-310.0
Q9Y5R4,-404.0
Q9Y5R5,-185.0
Q9Y5R6,110.0
Q9Y5R8,-203.0
Q9Y5S1,-1107.0
Q9Y5S2,-1494.0
Q9Y5S8,-873.0
Q9Y5S9,-22.0
Q9Y5T4,-157.0
Q9Y5T5,-474.0
Q9Y5U4,-303.0
Q9Y5U5,-34.0
Q9Y5U8,-140.0
Q9Y5U9,-101.0
Q9Y5V3,-342.0
Q9Y5W3,-111.0
Q9Y5W5,-77.0
Q9Y5W7,-1364.0
Q9Y5W8,-1161.0
Q9Y5W9,-133.0
Q9Y5X0,-126.0
Q9Y5X1,-110.0
Q9Y5X2,-567.0
Q9Y5X3,-424.0
Q9Y5X4,-267.0
Q9Y5X5,-788.0
Q9Y5X9,-384.0
Q9Y5Y0,-697.0
Q9Y5Y2,-214.0
Q9Y5Y4,-850.0
Q9Y5Y5,-537.0
Q9Y5Y6,-294.0
Q9Y5Y7,-181.0
Q9Y5Y9,-2212.0
Q9Y5Z0,-423.0
Q9Y5Z4,20.0
Q9Y5Z6,-353.0
Q9Y5Z7,-286.0
Q9Y5Z9,-597.0
Q9Y600,-534.0
Q9Y603,-340.0
Q9Y605,-69.0
Q9Y606,-273.0
Q9Y608,-436.0
Q9Y613,-1100.0
Q9Y615,-340.0
Q9Y616,-659.0
Q9Y617,-248.0
Q9Y618,-690.0
Q9Y619,-282.0
Q9Y620,-931.0
Q9Y623,-1581.0
Q9Y624,-140.0
Q9Y625,-481.0
Q9Y639,-289.0
Q9Y644,-344.0
Q9Y646,-439.0
Q9Y653,-990.0
Q9Y657,-135.0
Q9Y662,-446.0
Q9Y663,-387.0
Q9Y664,-330.0
Q9Y666,-1324.0
Q9Y672,-1015.0
Q9Y676,-138.0
Q9Y678,-1009.0
Q9Y679,-518.0
Q9Y680,-165.0
Q9Y691,-312.0
Q9Y692,-301.0
Q9Y694,-757.0
Q9Y696,-221.0
Q9Y697,-477.0
Q9Y698,-368.0
Q9Y6A1,-1147.0
Q9Y6A2,-526.0
Q9Y6A4,-263.0
Q9Y6A5,-37.0
Q9Y6A9,-170.0
Q9Y6B2,111.0
Q9Y6B6,-227.0
Q9Y6B7,-1088.0
Q9Y6C2,-410.0
Q9Y6C5,-1768.0
Q9Y6D5,-2087.0
Q9Y6D6,-1926.0
Q9Y6D9,-760.0
Q9Y6E0,-323.0
Q9Y6E2,-509.0
Q9Y6E7,-289.0
Q9Y6F1,-287.0
Q9Y6F6,-304.0
Q9Y6F8,-404.0
Q9Y6F9,-314.0
Q9Y6G1,-161.0
Q9Y6G3,-139.0
Q9Y6G5,-254.0
Q9Y6G9,-185.0
Q9Y6H1,-39.0
Q9Y6H3,-231.0
Q9Y6H5,-178.0
Q9Y6H6,-130.0
Q9Y6H8,-479.0
Q9Y6I3,1.0
Q9Y6I4,-376.0
Q9Y6I7,-305.0
Q9Y6I9,-220.0
Q9Y6J0,-1747.0
Q9Y6J6,-169.0
Q9Y6J8,-401.0
Q9Y6J9,-634.0
Q9Y6K0,-698.0
Q9Y6K1,-317.0
Q9Y6K5,-1074.0
Q9Y6K8,-435.0
Q9Y6K9,-375.0
Q9Y6L6,-720.0
Q9Y6L7,-368.0
Q9Y6M0,-207.0
Q9Y6M1,-425.0
Q9Y6M4,-271.0
Q9Y6M5,-492.0
Q9Y6M7,-1412.0
Q9Y6M9,-208.0
Q9Y6N1,-227.0
Q9Y6N5,-318.0
Q9Y6N6,-604.0
Q9Y6N7,-19.0
Q9Y6N8,-657.0
Q9Y6N9,-345.0
Q9Y6P5,-472.0
Q9Y6Q1,-604.0
Q9Y6Q2,-340.0
Q9Y6Q5,-333.0
Q9Y6Q6,92.0
Q9Y6Q9,753.0
Q9Y6R0,-122.0
Q9Y6R1,-1154.0
Q9Y6R4,-1422.0
Q9Y6R7,-687.0
Q9Y6R9,-218.0
Q9Y6T7,-545.0
Q9Y6U3,-291.0
Q9Y6V0,-220.0
Q9Y6W3,-626.0
Q9Y6W5,-211.0
Q9Y6W6,-335.0
Q9Y6W8,-261.0
Q9Y6X0,106.0
Q9Y6X1,-62.0
Q9Y6X2,-382.0
Q9Y6X3,-944.0
Q9Y6X5,-504.0
Q9Y6X6,-1433.0
Q9Y6X8,-410.0
Q9Y6X9,-900.0
Q9Y6Y0,-385.0
Q9Y6Y1,-462.0
Q9Y6Y8,-333.0
Q9Y6Y9,-174.0
Q9Y6Z7,-4.0
A0A075B6H7,-80.0
A0A075B6H8,-66.0
A0A075B6H9,-65.0
A0A075B6I0,24.0
A0A075B6I1,-23.0
A0A075B6I3,-55.0
A0A075B6I4,-68.0
A0A075B6I6,42.0
A0A075B6I7,-82.0
A0A075B6I9,-23.0
A0A075B6J1,-23.0
A0A075B6J2,-13.0
A0A075B6J6,-31.0
A0A075B6J9,60.0
A0A075B6K0,-53.0
A0A075B6K2,-63.0
A0A075B6K4,-46.0
A0A075B6K5,-26.0
A0A075B6K6,-46.0
A0A075B6L2,-183.0
A0A075B6L6,-75.0
A0A075B6N2,-85.0
A0A075B6N3,-109.0
A0A075B6N4,-122.0
A0A075B6P5,-13.0
A0A075B6R0,-91.0
A0A075B6R9,-21.0
A0A075B6S2,-33.0
A0A075B6S4,-59.0
A0A075B6S5,-63.0
A0A075B6S6,0.0
A0A075B6S9,-56.0
A0A075B6T6,-69.0
A0A075B6T7,-177.0
A0A075B6T8,-31.0
A0A075B6U4,-55.0
A0A075B6V5,-139.0
A0A075B6W5,-45.0
A0A075B6X5,-102.0
A0A075B759,-40.0
A0A075B767,-50.0
A0A087WSX0,-64.0
A0A087WSY6,-77.0
A0A087WSZ0,-89.0
A0A087WSZ9,-91.0
A0A087WT02,-104.0
A0A087WT03,-163.0
A0A087WTH5,-141.0
A0A087WV62,-121.0
A0A087WVF3,-344.0
A0A087WW87,-30.0
A0A087WXM9,3.0
A0A087X0K7,-143.0
A0A087X0M5,-123.0
A0A087X179,-332.0
A0A096LP55,-68.0
A0A0A0MRZ7,-38.0
A0A0A0MRZ8,-87.0
A0A0A0MRZ9,-23.0
A0A0A0MS00,-50.0
A0A0A0MS01,-97.0
A0A0A0MS02,-145.0
A0A0A0MS03,-27.0
A0A0A0MS04,-82.0
A0A0A0MS05,-36.0
A0A0A0MS06,-77.0
A0A0A0MT36,-64.0
A0A0A6YYC5,-24.0
A0A0A6YYD4,-131.0
A0A0A6YYG2,-59.0
A0A0A6YYG3,-84.0
A0A0A6YYJ7,-109.0
A0A0A6YYK1,-102.0
A0A0A6YYK4,-98.0
A0A0A6YYK6,-133.0
A0A0A6YYL3,-172.0
A0A0B4J1U3,-29.0
A0A0B4J1U4,-174.0
A0A0B4J1U6,-112.0
A0A0B4J1Y8,16.0
A0A0B4J1Z2,-76.0
A0A0B4J234,-110.0
A0A0B4J235,-104.0
A0A0B4J237,-129.0
A0A0B4J238,-45.0
A0A0B4J240,-83.0
A0A0B4J241,-99.0
A0A0B4J244,-68.0
A0A0B4J245,-97.0
A0A0B4J248,-24.0
A0A0B4J249,-92.0
A0A0B4J262,-125.0
A0A0B4J263,-125.0
A0A0B4J264,-79.0
A0A0B4J265,-120.0
A0A0B4J266,-145.0
A0A0B4J268,-97.0
A0A0B4J271,-56.0
A0A0B4J272,-89.0
A0A0B4J273,-91.0
A0A0B4J274,-105.0
A0A0B4J275,-111.0
A0A0B4J276,-33.0
A0A0B4J277,-100.0
A0A0B4J279,-88.0
A0A0B4J280,3.0
A0A0B4J2A2,-45.0
A0A0B4J2D5,-292.0
A0A0B4J2D9,-52.0
A0A0B4J2E0,-109.0
A0A0C4DH24,-51.0
A0A0C4DH25,-65.0
A0A0C4DH26,-51.0
A0A0C4DH27,-121.0
A0A0C4DH28,-99.0
A0A0C4DH55,-83.0
A0A0C4DH59,-20.0
A0A0C4DH67,-62.0
A0A0C4DH68,-22.0
A0A0C4DH69,-66.0
A0A0C4DH72,-60.0
A0A0C4DH73,-22.0
A0A0G2JS06,-76.0
A0A0J9YX75,-83.0
A0A0J9YXY3,-61.0
A0A0K0K1A3,-106.0
A0A0K0K1B3,-102.0
A0A0K0K1C0,-114.0
A0A0K0K1C4,-68.0
A0A0K0K1D8,-69.0
A0A0K0K1E9,-79.0
A0A0K0K1G6,-122.0
A0A0K0K1G8,-136.0
A0A0U1RQF7,-45.0
A0A1B0GUS4,-74.0
A0A1B0GX31,-76.0
A0A1B0GX49,-116.0
A0A1B0GX51,-75.0
A0A1B0GX56,-98.0
A0A1B0GX68,-124.0
A0A1B0GX78,-124.0
A0A1B0GX95,-87.0
A0A1B0GXF2,-69.0
A0A1W2PPM1,43.0
A0A1W2PR19,-287.0
A0A1W2PR82,-134.0
A0A2R8Y619,-55.0
A0A2Z4LIS9,24.0
A0A3B3IS91,-26.0
A0A3B3IT33,-600.0
A0A455ZAR2,-40.0
A0A494C1R9,-238.0
A0A539,-105.0
A0A576,-121.0
A0A577,-128.0
A0A578,-9.0
A0A584,-101.0
A0A589,-118.0
A0A597,-68.0
A0A599,-60.0
A0A5A2,-63.0
A0A5A6,-109.0
A0A5B0,-99.0
A0A5B6,-108.0
A0A5B7,-68.0
A0AUZ9,-568.0
A0JD32,-72.0
A0JD36,-104.0
A0JD37,-118.0
A0PJE2,-231.0
A0PJW6,-301.0
A0PJW8,-79.0
A0ZSE6,-177.0
A1A4F0,-180.0
A1A4V9,-391.0
A1A580,-8.0
A1L3X4,-44.0
A1L453,-395.0
A2A3N6,-443.0
A2AJT9,-96.0
A2CJ06,-627.0
A2NJV5,-35.0
A2RRH5,-852.0
A2RRL7,-158.0
A2RTY3,-760.0
A2RU48,-375.0
A2RU54,29.0
A2RUR9,-777.0
A2RUU4,-131.0
A2VCK2,-210.0
A3KFT3,-613.0
A4D0V7,-1030.0
A4D1E1,-776.0
A4D1S0,-194.0
A4D1U4,-344.0
A4D2H0,-340.0
A4D2P6,-796.0
A4FU28,-407.0
A4QPB2,-336.0
A4QPH2,-545.0
A5PL33,96.0
A5PLK6,-1227.0
A5PLN7,-254.0
A6H8M9,-748.0
A6NC42,-168.0
A6NC78,-198.0
A6NC86,-166.0
A6NCC3,-249.0
A6NCI4,-1343.0
A6NCK2,-568.0
A6NCL1,-131.0
A6NCN2,-340.0
A6NCV1,-655.0
A6NCW7,-419.0
A6NDD5,-121.0
A6NDH6,-637.0
A6NDI0,-581.0
A6NDL8,-569.0
A6NDN3,-342.0
A6NDR6,2.0
A6NDS4,-356.0
A6NDX5,-395.0
A6NDY0,32.0
A6NE52,-2126.0
A6NEC2,-434.0
A6NEL2,-415.0
A6NER0,-334.0
A6NES4,-2522.0
A6NET4,-688.0
A6NF34,-613.0
A6NF89,-632.0
A6NFC5,-367.0
A6NFC9,-486.0
A6NFI3,-45.0
A6NFQ7,-128.0
A6NGD5,-119.0
A6NGJ6,-432.0
A6NH21,-979.0
A6NH52,-307.0
A6NH57,-283.0
A6NHA9,-640.0
A6NHG9,-633.0
A6NHJ4,-460.0
A6NHM9,-326.0
A6NHT5,-239.0
A6NI03,-432.0
A6NI72,-306.0
A6NIE9,-322.0
A6NIJ9,-669.0
A6NIM6,-1044.0
A6NIR3,-414.0
A6NIZ1,-133.0
A6NJG6,-77.0
A6NJL1,-171.0
A6NJW4,-287.0
A6NJZ3,-601.0
A6NJZ7,-994.0
A6NK02,-448.0
A6NK53,-109.0
A6NK59,-834.0
A6NK75,-481.0
A6NKD2,-254.0
A6NKD9,-118.0
A6NKF2,-190.0
A6NKG5,-1377.0
A6NKK0,-627.0
A6NKQ9,-201.0
A6NKT7,-1037.0
A6NL08,-641.0
A6NL26,-550.0
A6NL99,-443.0
A6NLI5,-479.0
A6NLP5,-177.0
A6NLU0,-236.0
A6NLW8,-79.0
A6NM03,-718.0
A6NM10,-408.0
A6NM11,-629.0
A6NM28,-250.0
A6NM43,-685.0
A6NM45,-353.0
A6NM76,-595.0
A6NMD0,-235.0
A6NMS3,-743.0
A6NMS7,-647.0
A6NMT0,33.0
A6NMU1,-831.0
A6NMX2,-283.0
A6NMZ5,-681.0
A6NN14,-1178.0
A6NN92,-459.0
A6NNF4,-422.0
A6NNM3,-981.0
A6NNN8,-794.0
A6NNP5,-154.0
A6NP11,-346.0
A6PVL3,-139.0
A6PVS8,-837.0
A6QL64,-962.0
A8K0R7,-331.0
A8K0S8,-41.0
A8K830,-31.0
A8MPS7,-387.0
A8MPX8,-504.0
A8MQ11,-125.0
A8MT65,-397.0
A8MT70,-302.0
A8MTI9,-364.0
A8MTY7,-220.0
A8MUH7,-95.0
A8MUM7,-178.0
A8MUV8,-525.0
A8MUZ8,-261.0
A8MV23,-460.0
A8MVA2,-179.0
A8MVS5,-99.0
A8MVU1,-260.0
A8MVW0,-478.0
A8MVX0,-403.0
A8MVZ5,-276.0
A8MW92,-361.0
A8MWA4,-261.0
A8MWD9,-24.0
A8MWK0,-650.0
A8MX76,-756.0
A8MXE2,-515.0
A8MXK1,-190.0
A8MXU0,-95.0
A8MXY4,-834.0
A8MXZ3,-346.0
A8MYP8,-5.0
A8MYV0,-211.0
A8MYZ6,-146.0
A8MZ26,-337.0
A8MZ36,-228.0
B1AH88,-92.0
B1AJZ9,-878.0
B1AKI9,-93.0
B2CW77,-158.0
B2RN74,-585.0
B2RPK0,86.0
B2RXH4,-274.0
B3SHH9,-389.0
B4DU55,-471.0
B5ME19,-757.0
B7ZAP0,-150.0
B7ZBB8,-140.0
B7ZC32,-906.0
B9EJG8,-387.0
C0HLV8,-36.0
C0HLZ6,5.0
C0HM01,-22.0
C9J069,-682.0
C9J1S8,-532.0
C9J2P7,-503.0
C9J798,-860.0
C9JCN9,-45.0
C9JDP6,-386.0
C9JH25,-698.0
C9JJH3,-457.0
C9JLJ4,-447.0
C9JLR9,-146.0
C9JPN9,-444.0
C9JQL5,-210.0
C9JSJ3,-148.0
C9JUS6,-220.0
C9JVI0,-462.0
D6R901,-440.0
D6R9N7,-458.0
D6RA61,-465.0
D6RBQ6,-459.0
D6RCP7,-460.0
D6RIA3,-135.0
D6RJB6,-455.0
E2RYF6,514.0
E2RYF7,32.0
E7ETH6,-80.0
E9PB15,-104.0
E9PQ53,-197.0
F5H284,-42.0
F7VJQ1,-112.0
G3V0H7,-838.0
G5E9R7,-292.0
H3BQB6,-86.0
H3BSY2,-171.0
H3BV60,-233.0
H7C241,-322.0
I0J062,-76.0
I1YAP6,-739.0
I3L273,-126.0
I3L3R5,-117.0
L0R819,-28.0
O00110,-143.0
O00479,63.0
O14498,-402.0
O14562,-109.0
O14581,-611.0
O14598,84.0
O14604,62.0
O14715,-1116.0
O14921,-147.0
O14990,23.0
O15050,-3500.0
O15172,-80.0
O15255,-212.0
O15442,-150.0
O15482,-545.0
O43246,-1006.0
O43247,19.0
O43325,-165.0
O43361,-632.0
O43423,43.0
O43824,-539.0
O43869,-710.0
O60224,-10.0
O60268,-143.0
O60287,-3501.0
O60290,-1251.0
O60309,-568.0
O60320,-325.0
O60347,-504.0
O60361,-77.0
O60431,-557.0
O60518,-1488.0
O60637,-485.0
O60732,67.0
O60739,-95.0
O75157,257.0
O75200,-452.0
O75290,-410.0
O75333,-256.0
O75373,-501.0
O75426,-561.0
O75467,-375.0
O75474,-137.0
O75526,326.0
O75794,-265.0
O75949,-435.0
O75954,-352.0
O76000,-590.0
O76087,110.0
O76100,-589.0
O94819,-525.0
O94880,-133.0
O94952,-794.0
O94967,-586.0
O95006,-707.0
O95013,-596.0
O95081,311.0
O95156,-179.0
O95157,-154.0
O95158,-209.0
O95170,-904.0
O95221,-649.0
O95424,-156.0
O95478,-169.0
O95502,-528.0
O95521,-859.0
O95744,-260.0
O95825,-317.0
O95857,-410.0
O95969,-124.0
O96001,-76.0
P01737,-131.0
P09131,-672.0
P0C025,-282.0
P0C091,-1624.0
P0C0P6,-71.0
P0C5J1,-500.0
P0C5Y4,-39.0
P0C604,-642.0
P0C623,-517.0
P0C628,-685.0
P0C629,-675.0
P0C646,-755.0
P0C6A0,-164.0
P0C6S8,-877.0
P0C7A2,-155.0
P0C7H9,-426.0
P0C7I0,-408.0
P0C7N1,-680.0
P0C7N5,-617.0
P0C7N8,-550.0
P0C7P4,-231.0
P0C7Q2,-67.0
P0C7Q6,-613.0
P0C7T2,-641.0
P0C7T3,-742.0
P0C7U1,-178.0
P0C7V7,-245.0
P0C7X1,-344.0
P0C851,-202.0
P0C860,-389.0
P0CB33,-295.0
P0CB38,-240.0
P0CG00,-169.0
P0CG12,678.0
P0CG22,-365.0
P0CG31,-344.0
P0CG36,-228.0
P0CG38,-442.0
P0CG39,-462.0
P0CG40,14.0
P0CG41,-394.0
P0CH99,-274.0
P0CI00,-270.0
P0CI26,-619.0
P0CK97,-282.0
P0CL82,110.0
P0CV98,-248.0
P0CV99,-247.0
P0CW00,-267.0
P0CW01,-248.0
P0CW20,-87.0
P0DJD0,-949.0
P0DJD1,-922.0
P0DKB5,-579.0
P0DKV0,-486.0
P0DM35,-63.0
P0DMP2,-424.0
P0DMT0,-142.0
P0DMU2,-694.0
P0DMU9,-5.0
P0DN26,-40.0
P0DN37,-31.0
P0DN80,-706.0
P0DN81,-586.0
P0DN82,-729.0
P0DOX2,-295.0
P0DOX7,-23.0
P0DOX8,74.0
P0DP09,-52.0
P0DP72,-775.0
P0DP73,-124.0
P0DPB5,28.0
P0DPF3,-587.0
P0DPF4,-93.0
P0DPF7,-61.0
P0DPI2,-299.0
P0DPQ6,-24.0
P0DQD5,-744.0
P0DSN7,-56.0
P0DTA3,-292.0
P0DTE1,-44.0
P0DTE2,-150.0
P0DTW3,-28.0
P0DUH7,-39.0
P0DW28,-121.0
P10075,-115.0
P11465,-235.0
P11844,-220.0
P12525,-223.0
P15421,-163.0
P16415,-376.0
P16562,-153.0
P17017,-347.0
P20962,175.0
P31275,101.0
P35410,-774.0
P43359,-14.0
P43362,-112.0
P43366,-214.0
P47881,-572.0
P47884,-648.0
P47890,-608.0
P47944,-62.0
P51523,-353.0
P51786,-312.0
P51861,-118.0
P52740,-430.0
P52743,-258.0
P52943,30.0
P55822,59.0
