Entry,Transmembrane,Intramembrane
P11844,,
Q8NGS7,"TRANSMEM 26..46; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 55..75; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 100..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..160; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 198..217; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 238..258; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 278..298; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
A0A087WV62,,
A0A5B6,,
O60397,,
P0DPF7,,
Q8NE22,,
Q96RC9,"TRANSMEM 26..46; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 55..75; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 99..119; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 139..159; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 197..216; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 237..257; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 271..291; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q9H3V2,"TRANSMEM 53..73; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 81..101; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 121..141; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 160..180; /note=""Helical""; /evidence=""ECO:0000255""",
A0A075B6N2,,
A0A0B4J266,,
A0A0J9YXY3,,
Q8NH93,"TRANSMEM 26..49; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 58..79; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 101..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..158; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 197..219; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 237..259; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 272..291; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q8WVC6,,
Q2M2W7,,
Q8N8I0,,
A3QJZ6,,
H3BQJ8,,
Q8NCQ3,"TRANSMEM 27..47; /note=""Helical""; /evidence=""ECO:0000255""",
Q32M84,,
P01579,,
P04406,,
P21926,"TRANSMEM 13..33; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 56..76; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 88..111; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 196..221; /note=""Helical""; /evidence=""ECO:0000255""",
P38571,,
P58418,"TRANSMEM 8..28; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 101..121; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 135..155; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 186..206; /note=""Helical""; /evidence=""ECO:0000255""",
Q8N104,,
Q9HBI6,"TRANSMEM 15..37; /note=""Helical""; /evidence=""ECO:0000255""",
O43924,,
O60701,,
O75015,,
P07320,,
P25787,,
P35503,"TRANSMEM 492..508; /note=""Helical""; /evidence=""ECO:0000255""",
Q14CZ7,,
Q92781,"TRANSMEM 1..21; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 289..309; /note=""Helical""; /evidence=""ECO:0000255""",
Q9BR01,,
Q9UHF3,"TRANSMEM 43..63; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000305|PubMed:19011241""",
Q9UNW8,"TRANSMEM 46..68; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 80..102; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 117..138; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 159..178; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 198..220; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 247..269; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 289..311; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
O00469,,
P01742,,
P04141,,
P19075,"TRANSMEM 10..33; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 58..72; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 84..109; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 206..230; /note=""Helical""; /evidence=""ECO:0000255""",
P27487,"TRANSMEM 7..28; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255""",
P54849,"TRANSMEM 1..21; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 67..87; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 95..115; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 134..154; /note=""Helical""; /evidence=""ECO:0000255""",
P61962,,
Q8IZK6,"TRANSMEM 66..86; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:F6RG56""; TRANSMEM 289..309; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:F6RG56""; TRANSMEM 347..367; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:F6RG56""; TRANSMEM 377..397; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:F6RG56""; TRANSMEM 420..440; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:F6RG56""; TRANSMEM 481..502; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:F6RG56""","INTRAMEM 449..469; /note=""Pore-forming""; /evidence=""ECO:0000250|UniProtKB:F6RG56"""
Q9UKF6,,
O15217,,
O95992,"TRANSMEM 38..58; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 84..104; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 121..141; /note=""Helical""; /evidence=""ECO:0000255""",
Q53FV1,"TRANSMEM 22..42; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 43..63; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 106..126; /note=""Helical""; /evidence=""ECO:0000255""",
Q5SGD2,"TRANSMEM 26..42; /note=""Helical""; /evidence=""ECO:0000255""",
Q8WZ04,"TRANSMEM 31..51; /note=""Helical""; /evidence=""ECO:0000255""",
Q99928,"TRANSMEM 257..277; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 284..303; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 312..332; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 447..467; /note=""Helical""; /evidence=""ECO:0000255""",
Q9NR31,,
Q9UHE5,"TRANSMEM 43..63; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255""",
Q9Y376,,
P04271,,
P15153,,
P53675,,
P56537,,
P78382,"TRANSMEM 10..30; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q61420""; TRANSMEM 46..64; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q61420""; TRANSMEM 88..108; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q61420""; TRANSMEM 115..135; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q61420""; TRANSMEM 142..160; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q61420""; TRANSMEM 176..196; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q61420""; TRANSMEM 210..228; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q61420""; TRANSMEM 244..262; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q61420""; TRANSMEM 270..288; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q61420""; TRANSMEM 297..315; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:Q61420""",
Q6ZVE7,"TRANSMEM 10..30; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 32..52; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 69..89; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 101..121; /note=""Helical; Name=4""; /evidence=""ECO:0000255""",
Q969Q5,,
Q96H22,,
Q9BYW1,"TRANSMEM 12..32; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 62..82; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 98..118; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 129..149; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 158..178; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 188..208; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 274..294; /note=""Helical; Name=7""; /evidence=""ECO:0000255""; TRANSMEM 312..332; /note=""Helical; Name=8""; /evidence=""ECO:0000255""; TRANSMEM 339..359; /note=""Helical; Name=9""; /evidence=""ECO:0000255""; TRANSMEM 365..385; /note=""Helical; Name=10""; /evidence=""ECO:0000255""; TRANSMEM 409..429; /note=""Helical; Name=11""; /evidence=""ECO:0000255""; TRANSMEM 436..456; /note=""Helical; Name=12""; /evidence=""ECO:0000255""",
Q9NYW4,"TRANSMEM 2..22; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 46..66; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 83..103; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 128..148; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 176..196; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 224..244; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 254..274; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q13257,,
Q8IYX1,,
Q9Y5K1,,
P43088,"TRANSMEM 32..54; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 70..90; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 110..131; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 153..175; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 199..224; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 251..267; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 286..307; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q99471,,
Q96Q80,"TRANSMEM 23..43; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 59..79; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 99..119; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 158..178; /note=""Helical; Name=4""; /evidence=""ECO:0000255""",
Q9BXD5,,
Q9NYG2,"TRANSMEM 48..68; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 73..93; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 172..192; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 215..235; /note=""Helical""; /evidence=""ECO:0000255""",
P48048,"TRANSMEM 78..102; /note=""Helical; Name=M1""; /evidence=""ECO:0000250""; TRANSMEM 156..177; /note=""Helical; Name=M2""; /evidence=""ECO:0000250""","INTRAMEM 128..139; /note=""Helical; Pore-forming; Name=H5""; /evidence=""ECO:0000250""; INTRAMEM 140..146; /note=""Pore-forming""; /evidence=""ECO:0000250"""
Q7Z5H4,"TRANSMEM 4..24; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 53..73; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 82..102; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 131..151; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 164..184; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 270..290; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 301..321; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q8N4Z0,,
O60811,,
O95222,"TRANSMEM 27..47; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 56..76; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 105..125; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 145..165; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 202..222; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 243..263; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 277..297; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q9H0V1,"TRANSMEM 36..56; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 63..83; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 89..109; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 172..192; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 199..219; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 223..243; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 265..285; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 293..313; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 352..372; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 380..400; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 646..666; /note=""Helical""; /evidence=""ECO:0000255""",
Q8NHV5,"TRANSMEM 7..29; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 68..88; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 101..121; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 139..159; /note=""Helical""; /evidence=""ECO:0000255""",
Q96K49,"TRANSMEM 215..235; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 248..268; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 300..320; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 323..343; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 351..371; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 397..417; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 430..450; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
P59540,"TRANSMEM 2..22; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 47..67; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 87..107; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 127..147; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 179..199; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 230..250; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 260..280; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q9H210,"TRANSMEM 26..49; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 58..79; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 101..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..158; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 196..219; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 237..259; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 271..290; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q9GZP7,"TRANSMEM 57..77; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 85..105; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 133..153; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 170..190; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 227..247; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 275..295; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 304..324; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
P0C604,"TRANSMEM 25..45; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 58..80; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 96..116; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..160; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 194..214; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 236..256; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 267..287; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
P58181,"TRANSMEM 26..46; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 55..75; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 100..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..160; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 198..217; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 238..258; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 272..292; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q8NFZ6,"TRANSMEM 12..32; /note=""Helical; Name=0""; /evidence=""ECO:0000255""; TRANSMEM 52..72; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 94..114; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 171..191; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 209..229; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 268..288; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 317..337; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 347..367; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
A6NDH6,"TRANSMEM 29..49; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 57..77; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 99..119; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 144..164; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 196..216; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 241..261; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 272..292; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
P59536,"TRANSMEM 8..28; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 41..61; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 89..109; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 130..150; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 184..204; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 235..255; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 265..285; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q6IEZ7,"TRANSMEM 30..53; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 62..83; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 105..124; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 144..162; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 200..223; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 241..263; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 277..296; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q8N127,"TRANSMEM 26..46; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 55..75; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 100..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 134..154; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 197..217; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 238..258; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 272..292; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q8NH81,"TRANSMEM 47..67; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 76..96; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 121..141; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 161..181; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 219..238; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 259..279; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 291..311; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q8WZ92,"TRANSMEM 29..42; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 51..71; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 96..116; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 136..156; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 193..213; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 234..254; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 268..288; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
A0A0B4J238,,
A0A0B4J276,,
A6NET4,"TRANSMEM 26..46; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 57..77; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 98..118; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 144..164; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 197..217; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 236..256; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 270..290; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q6JVE9,,
Q8NGC0,"TRANSMEM 80..100; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 117..139; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 151..171; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 195..215; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 248..268; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 291..311; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 323..343; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q96R27,"TRANSMEM 26..49; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 58..79; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 101..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..158; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 196..219; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 237..259; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 273..292; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
A0A0C4DH30,,
A8MXY4,,
Q8N162,"TRANSMEM 27..47; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 56..76; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 100..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..160; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 198..217; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 238..258; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 272..292; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q8NGN7,"TRANSMEM 24..44; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 53..73; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 98..118; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 138..158; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 196..215; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 236..256; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 268..288; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q8NH02,"TRANSMEM 30..53; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 62..83; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 105..124; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 144..162; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 200..223; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 241..263; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 277..296; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
A0A0B4J2H0,,
A8MZ26,,
Q2QD12,,
Q8NGQ5,"TRANSMEM 26..46; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 55..75; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 100..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..160; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 198..217; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 237..257; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 271..291; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q8NGZ9,"TRANSMEM 26..49; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 58..79; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 101..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..158; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 196..219; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 237..259; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 273..292; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q8NHR9,,
P0CE71,,
Q6UY13,,
Q6P3X3,,
O43261,,
Q6QAJ8,"TRANSMEM 3..23; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 30..50; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 62..82; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 100..120; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 125..145; /note=""Helical""; /evidence=""ECO:0000255""",
Q86UP9,"TRANSMEM 36..56; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 110..130; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 140..160; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 191..211; /note=""Helical""; /evidence=""ECO:0000255""",
Q9GZU0,,
P0CF97,,
Q9Y4X1,,
D3W0D1,"TRANSMEM 31..51; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255""",
P01764,,
P12004,,
P18440,,
